semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url,annee
1998-08-12,18103,Cursus fatal,Dead Man's Curve,1998-08-12,1h 31min,"Drame, Romance, Thriller",Dan Rosen,Dan Rosen,"Matthew Lillard, Michael Vartan, Randall Batinkoff","Chris et Tim, deux étudiants en premier cycle universitaire, planchent pour être admis à la prestigieuse université de Harvard. Seulement, malgré leurs efforts, leurs résultats sont mauvais. Aussi échafaudent-ils un plan machiavélique, celui de recourir à une clause peu connue de la charte universitaire. Lorsqu'un étudiant se suicide, on attribue automatiquement un A+ a ses camarades de chambrée. Ils jettent leur devolu sur Rand, leur camarade de chambrée commun, et le jettent du haut d'une falaise.",U.S.A.,1998,-,Long métrage,Anglais,1 000 000 USD,,Couleur,92875,,2.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=18103.html,1998
1998-08-12,30756,Le Veilleur de nuit,Nightwatch,1998-08-12,1h 41min,"Epouvante-horreur, Thriller",Ole Bornedal,"Ole Bornedal, Steven Soderbergh","Ewan McGregor, Patricia Arquette, Josh Brolin","Alors qu'un tueur en série terrorise la ville, Martin accepte un travail comme veilleur de nuit à la morgue. Pris dans un piège qui le dépasse, seul dans cet endroit sinistre, il devient bientôt le suspect numéro 1 aux yeux de l'inspecteur Cray...",U.S.A.,1998,-,Long métrage,Anglais,-,,Couleur,95 102,,2.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=30756.html,1998
1998-08-12,17112,Elles,,1998-08-12,1h 55min,Comédie dramatique,Luís Galvão Teles,"Luís Galvão Teles, Don Bohlinger","Marisa Berenson, Miou-Miou, Carmen Maura","Cinq femmes passant le cap de la quarantaine font face ensemble aux turpitudes de la vie dans le rire, les larmes et parfois l'ironie.","Luxembourg, France, Belgique",1997,-,Long métrage,-,-,,Couleur,-,,2.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=17112.html,1998
1998-08-12,18433,La Proposition,The Proposition,1998-08-12,1h 52min,Drame,Lesli Linka Glatter,Rick Ramage,"Robert Loggia, William Hurt, Kenneth Branagh","Dans la bonne société de Boston en 1935, Arthur Barret, homme fortuné, se désole de ne pouvoir donner d'enfant à sa femme Eléonor. Ensemble, ils décident que quelqu'un d'autre lui fera son bébé. Ils proposent à Martin, jeune étudiant en droit, d'être le géniteur. Le jeune homme rencontre Eléonor le soir où il doit accomplir son étrange mission. Personne n'avait prévu que Martin tomberait amoureux de Mme Barret, et que cette passion les conduirait au drame. Perdue, Eléanor se confie au prêtre de sa paroisse, et peu à peu se développe entre eux ce qui n'aurait du rester qu'une amitié...",U.S.A.,1998,PolyGram Film Distribution,Long métrage,Anglais,-,,Couleur,94857,,2.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=18433.html,1998
1998-08-12,12668,Le serpent a mangé la grenouille,,1998-08-12,1h 35min,Comédie dramatique,Alain Guesnier,"Alain Guesnier, Valérie Duval","Jean Rochefort, Marisa Paredes, Alex Descas","Yves Le Guen, un Noir diplômé en économie, est engagé comme homme à tout faire dans la propriété de M. Moreau, un riche entrepreneur en travaux publics. Son arrivée va bouleverser le quotidien des habitants de la demeure...","France, Espagne",1998,LCJ Editions et Productions,Long métrage,-,-,,Couleur,89423,,2.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=12668.html,1998
1998-08-12,10241,Loved,,1998-08-12,1h 44min,Drame,Erin Dignam,Erin Dignam,"William Hurt, Robin Wright, Sean Penn","Hedda accepte de témoigner au procès d'un homme qu'elle a aimé, et qui est accusé d'avoir provoqué la mort de sa dernière maîtresse. L'avocat veut amener Hedda à déclarer que sa relation avec l'accusé était abusive. Mais la jeune femme n'a pas vécu cette relation ainsi. Elle ne s'est jamais sentie victime.",U.S.A.,1997,ARP Sélection,Long métrage,Anglais,-,,Couleur,93363,,2.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=10241.html,1998
1998-08-12,18434,Reactions en chaine,The Trigger Effect,1998-08-12,1h 35min,Drame,David Koepp,David Koepp,"Kyle MacLachlan, Elisabeth Shue, Dermot Mulroney","Un couple se rend au cinéma, mais très vite, la séance de cinéma dégénère. A leur retour, ils découvrent leur enfant malade. Puis une panne d'électricité plonge les environs dans l'obscurité. Les ennuis s'accumulent...",U.S.A.,1997,-,Long métrage,Anglais,-,,Couleur,-,,2.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=18434.html,1998
1998-08-12,2354,Ca ne se refuse pas,,1998-08-12,1h 30min,Drame,Eric Woreth,"Alain Adijes, Eric Woreth","Isabelle Renauld, Jean-Marc Barr, Stéphane Rideau","Marthe, une reine de la nuit vieillissante, arpente les rues d'une ville hantée par la présence d'un meurtrier invisible à la recherche d'argent pour acquitter une importante dette de jeu.",France,1998,-,Long métrage,Français,-,,Couleur,91690,,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=2354.html,1998
1998-08-12,9744,On va nulle part et c'est tres bien,,1998-08-12,1h 35min,Comédie dramatique,Jean-Claude Jean,,"Katia Tchenko, Gérard Touratier, Maurice Lamy","Licencie, un siderurgiste quitte la Lorraine avec sa famille pour la Finlande, le pays de sa femme. En cours de route, ils rencontrent deux zonards dont l'un tombe amoureux de la fille du proletaire. L'autre, son frere protecteur, sorte de brute philosophe, n'accepte pas de l'abandonner.",France,1997,-,Long métrage,-,-,,Couleur,-,,2.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=9744.html,1998
1998-08-19,18457,Las Vegas parano,Fear and Loathing in Las Vegas,1998-08-19,1h 58min,"Aventure, Comédie, Drame",Terry Gilliam,"Terry Gilliam, Tony Grisoni","Johnny Depp, Benicio Del Toro, Christina Ricci","A travers l'épopée à la fois comique et horrible vers Las Vegas du journaliste Raoul Duke et de son énorme avocat, le Dr. Gonzo, évocation caustique et brillante de l'année 1971 aux Etats-Unis, pendant laquelle les espoirs des années soixante et le fameux rêve américain furent balayés pour laisser la place à un cynisme plus politiquement correct.",U.S.A.,1998,-,Long métrage,Anglais,18 500 000 USD,,Couleur,95267,,3.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=18457.html,1998
1998-08-19,18456,Chapeau melon et bottes de cuir,The Avengers,1998-08-19,1h 29min,"Action, Aventure",Jeremiah S. Chechik,Don MacPherson,"Uma Thurman, Ralph Fiennes, Sean Connery","Londres 1999. A l'aube du troisieme millénaire, le chaos idéologique est à son comble et l'avenir de la planète est plutôt sombre. Surtout en Grande-Bretagne où, de mémoire de grenouilles, on n'avait jamais vu un tel climat : tempêtes de neiges estivales, averses apocalyptiques, sautes de températures vertigineuses. Qui peut être assez puissant pour paniquer ainsi le pays? C'est alors qu'un couple mythique, le plus sophistiqué des sixties, John Steed et Emma Peel, revient sur terre pour la sauver d'un péril sans précédent.",U.S.A.,1998,Warner Bros. France,Long métrage,Anglais,-,,Couleur,95238,,1.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=18456.html,1998
1998-08-19,12044,Insomnia,,1998-08-19,1h 37min,"Policier, Thriller",Erik Skjoldbjaerg,"Nikolaj Frobenius, Erik Skjoldbjaerg","Stellan Skarsgård, Maria Mathiesen, Sverre Anker Ousdal","Jonas Engstrom, policier suédois en poste a Oslo, arrive dans une ville du nord de la Norvège pour enquêter sur le meurtre d'une jeune femme. Au cours d'une opération destinée a piéger le coupable, il tue accidentellement son collègue et ami Erik Vik, tandis que l'homme recherche parvient a s'enfuir.",Norvège,1997,-,Long métrage,"Norvégien, Suédois",-,,Couleur,-,,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=12044.html,1998
1998-08-19,18459,Péril en mer,Hostile Waters,1998-08-19,1h 34min,Thriller,David Drury,Troy Kennedy-Martin,"Rutger Hauer, Martin Sheen, Max von Sydow","Le sous-marin nucléaire soviétique """"K219"""" patrouille dans les eaux internationales de l'océan Atlantique avec à bord seize missiles pointes vers les Etats-Unis. Un sous-marin américain le détecte et commence à le prendre en chasse. Le commandant russe fait effectuer une manoeuvre périlleuse a son équipage pour affoler les Américains. C'est la collision. Le feu se déclare a bord du sous-marin soviétique. Pour les équipages des deux navires, commence alors une bataille contre le désastre qui risque de s'abattre sur les plus grandes villes des Etats-Unis.","France, Allemagne, Grande-Bretagne, U.S.A.",1997,Swift Productions,Télefilm,Anglais,-,,Couleur,-,,2.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=18459.html,1998
1998-08-19,17570,Mots d'amour,La parola amore esiste,1998-08-19,1h 25min,Comédie dramatique,Mimmo Calopresti,"Francesco Bruni, Heidrun Schleef","Fabrizio Bentivoglio, Valeria Bruni Tedeschi, Marina Confalone","Une jeune femme, Angela, à la recherche de l'amour idéal, croit au hasard, aux signes et aux chiffres. L'homme de ses rêves n'est pas loin. Mais les petits mots d'amour échangés ne trouvent pas toujours leur destinataire...","Italie, France",1997,Diaphana Distribution,Long métrage,Italien,-,,Couleur,93128,,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=17570.html,1998
1998-08-19,18458,L'Inconnu de Strasbourg,,1998-08-19,1h 40min,Policier,Valeria Sarmiento,"Gérard Mordillat, Evelyne Pieiller","Ornella Muti, Charles Berling, Laurence Masliah","Surprise par son mari alors qu'elle reçoit son amant Jean-Paul, Madeleine le tue d'un coup de feu. Elle supplie Jean-Paul de quitter les lieux et lui donne rendez-vous le 13 octobre chez Gretel, un restaurant de Strasbourg. Victime d'un accident de voiture, Jean-Paul se réveille amnésique avec pour seul souvenir le rendez-vous du 13 octobre. Chez Gretel, un couple le reconnaît comme étant un certain Christian Vogel, héritier d'une grande fortune.",France,1997,Gémini Films,Long métrage,Français,-,,Couleur,-,,2.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=18458.html,1998
1998-08-26,17736,À vendre,,1998-08-26,1h 57min,"Drame, Romance",Laetitia Masson,Laetitia Masson,"Sandrine Kiberlain, Sergio Castellitto, Jean-François Stévenin","Luigi Primo, un détective privé, se lance à la poursuite d'une femme qui a quitté sa famille, qui a perdu peu à peu ses repères, partie à la découverte du monde et d'elle-même.",France,1998,L'Atelier Distribution,Long métrage,Français,-,,Couleur,91875,,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=17736.html,1998
1998-08-26,18097,Zonzon,,1998-08-26,1h 42min,Comédie dramatique,Laurent Bouhnik,Patrick de Lassagne,"Pascal Greggory, Gaël Morel, Jamel Debbouze","Trois détenus d'horizons sociaux différents se retrouvent dans la même cellule. Arnaud Grandjean, jeune étudiant issu d'un milieu aisé, va cotoyer durant six mois Francky, un braqueur condamné à dix ans de prison, et Kader, un délinquant multirécidiviste d'origine maghrébine, condamné à deux ans pour vol en flagrant délit. Pour ces trois hommes que seule la zonzon rapproche, la cohabitation va provoquer des confrontations indispensables pour comprendre ce qu'est la liberté.",France,1998,MK2 Diffusion,Long métrage,Français,-,,Couleur,86958,,2.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=18097.html,1998
1998-08-26,31996,Six jours sept nuits,Six Days Seven Nights,1998-08-26,1h 35min,"Aventure, Comédie",Ivan Reitman,Michael Browning,"Harrison Ford, Anne Heche, David Schwimmer","A l'origine, cela devait être des vacances de rêves pour Robin Monroe, rédactrice-adjointe d'un grand magazine de mode new-yorkais et le richissime et romantique Frank Martin.

Contrainte de rentrer immédiatement à New-York pour son travail, Robin est ramenée en coucou par le pilote baroudeur et bougon Quinn Harris mais leur avion s'écrase sur une île déserte. Elle découvre alors l'aventure de sa vie et au final l'amour.",U.S.A.,1998,Gaumont Buena Vista International (GBVI),Long métrage,Anglais,70 000 000 USD,,Couleur,-,,2.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=31996.html,1998
1998-08-26,18467,La Mutante 2,Species II,1998-08-26,1h 33min,"Epouvante-horreur, Fantastique, Science Fiction",Peter Medak,"Chris Brancato, Dennis Feldman","Michael Madsen, George Dzundza, James Cromwell","Tandis que la biologiste Laura Baker tente de maîtriser l’instinct meurtrier de Eve, le clone d’une hybride mi-humaine mi-extraterrestre, l’équipage du premier vol envoyé sur Mars regagne la Terre. Deux de ses membres ignorent qu’ils sont porteurs d’un parasite se développant en eux. De Patrick Ross, le premier des trois astronautes, le parasite fait sa marionnette, le géniteur d’une descendance aussi nombreuse que rapide dans sa croissance. Un danger pour l’espèce humaine. Trouvera-t-il une alliée en Eve ? Possible…",U.S.A.,1998,United International Pictures (UIP),Long métrage,Anglais,-,,Couleur,94586,,1.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=18467.html,1998
1998-08-26,18466,Charité Biz'ness,,1998-08-26,1h 25min,Comédie,"Thierry Barthes, Pierre Jamin",Jean-Michel Aubret,"Smaïn Fairouze, Elie Semoun, Marina Tomé","Le travail d'interet general d'animation a au moins appris quelque chose a Sam et Momo qui se sont fait prendre la main dans le sac a voler du materiel hi-fi. Apres avoir participe a un concert sous la direction de Chris, educateur du quartier, ils imaginent d'organiser un concert humanitaire a leur profit. Leur cause? Celle d'une tribu d'Indiens d'une foret tropicale de Guyane, bien eloignee et surtout bien inconnue menacee par d'affreux trafiquants de drogue. C'est Momo, plus vrai que nature, qui jouera le role du grand et noble chef Masipu de la tribu des Acondaris.",France,1998,AMLF,Long métrage,Français,30 000 000,,Couleur,89416,,1.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=18466.html,1998
1998-08-26,18468,Metroland,,1998-08-26,1h 36min,Comédie dramatique,Philip Saville,Adrian Hodges,"Christian Bale, Emily Watson, Lee Ross","En Angleterre a la fin des années 1970, Chris vit avec sa femme Marion et leur enfant dans la banlieue grise de son enfance, Metroland. Toni, un ami d'enfance resurgit dans sa vie. Tous deux évoquent leurs vingt ans et leur vie de bohème, leur désir d'être artistes, Paris et ses mythes. Inévitablement, Chris se remémore sa liaison intense avec une jeune Française, Annick, qui lui ouvrait d'autres horizons.","Grande-Bretagne, France, Espagne",1997,Caro-Line Distribution,Long métrage,"Anglais, Français",-,,Couleur,91109,,2.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=18468.html,1998
1998-08-26,18140,Henry Fool,,1998-08-26,2h 17min,Comédie dramatique,Hal Hartley,Hal Hartley,"James Urbaniak, Thomas Jay Ryan, Parker Posey","Réflexion sur le génie, la célébrité et le rôle de l'art à travers l'amitié d'Henry Fool, écrivain, escroc et mégalomane génial et Simon, auquel il va révéler ses dons de poète et qui deviendra célèbre et reconnu.",U.S.A.,1998,ARP Sélection,Long métrage,Anglais,-,,Couleur,95174,,4,https://www.allocine.fr/film/fichefilm_gen_cfilm=18140.html,1998
1998-09-02,18477,L'Homme qui murmurait à l'oreille des chevaux,The Horse Whisperer,1998-09-02,2h 40min,"Drame, Romance",Robert Redford,"Eric Roth, Richard LaGravenese","Robert Redford, Kristin Scott Thomas, Scarlett Johansson","Profondement marquée par un accident qui a couté la vie à sa meilleure amie et causé d'irréparables lésions à son cheval, Grace MacLean, jeune fille de quatorze ans, vit repliée sur elle-même renonçant à lutter contre l'infirmité. Sa mère, Annie, refuse de s'avouer vaincue. Fermement décidée à sauver à la fois sa fille et l'animal, dont les destins sont liés, elle se lance à la recherche d'un dompteur de chevaux capable de guérir l'animal de sa peur. Elle retrouve ainsi au coeur du Montana la piste d'un légendaire """"Horse Whisperer"""", spécialiste du dressage par la douceur...",U.S.A.,1998,-,Long métrage,Anglais,60 000 000 USD,2 740 062 entrées,Couleur,-,3.2,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=18477.html,1998
1998-09-02,18518,L'Heure magique,Twilight,1998-09-02,1h 34min,Policier,Robert Benton,"Robert Benton, Richard Russo","Paul Newman, Susan Sarandon, Gene Hackman","Harry Ross, ancien policier devenu un privé lucide et désenchanté puis homme à tout faire pour sa riche clientèle de Los Angeles, vit à l'automne de sa vie, chez un couple de vieux amis, Jack Ames et son epouse Catherine dont il est vaguement amoureux. Se sachant condamné à brève échéance, Jack demande à Harry de livrer discrètement à une certaine Gloria Lamar une enveloppe contenant une somme importante. Agressé au cours de la livraison, Harry va entamer une longue et tortueuse enquête qui lui en apprendra autant sur lui-meme que sur ses amis.",U.S.A.,1998,-,Long métrage,Anglais,20 000 000 USD,,Couleur,-,,2.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=18518.html,1998
1998-09-02,18479,Restons groupés,,1998-09-02,1h 41min,Comédie,Jean-Paul Salomé,"Bruno Dega, Jean-Paul Salomé","Emma de Caunes, Samuel Le Bihan, Bruno Solo","Un groupe de touristes francais part en voyage organise pour visiter """"l'Ouest américain en Cinemascope"""", comme dit le catalogue de l'agence Dream Tour. Un voyage de rêve de la Californie à Las Vegas en passant par les parcs nationaux et les sites grandioses immortalisés par le western. Mais voila que le tour-operateur fait faillite et abandonne ses touristes au pays de l'oncle Sam avec pour guide un jeune garcon, certes débrouillard, mais pas vraiment préparé à affronter ce genre de catastrophe.",France,1998,Bac Films,Long métrage,Français,-,,Couleur,86 414,,1.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=18479.html,1998
1998-09-02,28291,"Si je t'aime, prends garde à toi",,1998-09-02,1h 50min,Comédie,Jeanne Labrune,Jeanne Labrune,"Nathalie Baye, Daniel Duval, Jean-Pierre Darroussin","Muriel, ecrivain, rencontre Samuel dans un train qui les conduit vers Mulhouse. La conversation s'engage sur un mode ironique et joueur. Ils se quittent au cours du voyage. Quelques semaines plus tard, Samuel se presente chez elle a l'improviste avec l'intention de la seduire. Curieuse et troublee par le caractere entier de Samuel, Manuel devient sa maitresse et un amour passionnel et devorant s'installe entre eux.",France,1998,Rezo Films,Long métrage,Français,-,,Couleur,-,,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=28291.html,1998
1998-09-02,723,L'arrière-pays,,1998-09-02,1h 30min,Comédie dramatique,Jacques Nolot,Jacques Nolot,"Jacques Nolot, Henri Gardey, Henriette Sempe","Apres dix ans d'absence, Jacques Pruez, comedien de seconds roles revient au pays pour assister aux derniers jours de sa mere. Il loge chez ses tantes Aimee et Jeofrette et renoue avec le passe et les ragots du village. Son pere, Yvan, compte sur lui pour assurer ses vieux jours, tandis que son frere Alain ne veut surtout pas s'occuper du """"vieux"""" quand leur mere sera morte. Prisonnier de son enfance, de son village, du passe, Jacques erre la nuit dans les rues et revit les moments qui ont fait qu'il est different des autres membres de sa famille.",France,1997,Mars Distribution,Long métrage,-,-,,Couleur,-,,2.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=723.html,1998
1998-09-02,17705,D'une brousse a l'autre,,1998-09-02,1h 44min,Documentaire,Jacques Kebadian,,Dodo Wague,"Le mouvement des sans papiers de Saint Bernard filmé à partir de la participation du Malien Dodo Wagué. La deuxième partie montre le retour, très organisé et médiatisé, de Dodo dans son village africain.",France,1997,-,Long métrage,Français,-,,Couleur,-,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=17705.html,1998
1998-09-09,18062,Lautrec,,1998-09-09,2h 05min,"Biopic, Comédie dramatique",Roger Planchon,Roger Planchon,"Belle du Berry, Régis Royer, Elsa Zylberstein","Évocation de la vie d'Henri de Toulouse-Lautrec, peintre, lithographe et père de l'affiche moderne.",France,1997,Les Films du Losange,Long métrage,Français,-,,Couleur,89334,,2.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=18062.html,1998
1998-09-09,17752,Tokyo Eyes,,1998-09-09,1h 38min,"Comédie, Fantastique, Policier",Jean-Pierre Limosin,"Jean-Pierre Limosin, Santiago Amigorena","Shinji Takeda, Hinano Yoshikawa, Kaori Mizushima","La police de Tokyo est sur les traces d'un tueur appelé """"le Bigleux"""". Hinano, une jeune fille, trouve K. Il s'est inventé un rôle de justicier et, derrière ses lunettes déformantes, il tire sur ses victimes mais les rate toujours. Les rate-t-il vraiment ?","France, Japon",1997,La Traverse,Long métrage,"Français, Japonais",-,,Couleur,-,,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=17752.html,1998
1998-09-09,18555,Les Taudis de Beverly Hills,Slums of Beverly Hills,1998-09-09,1h 31min,Comédie,Tamara Jenkins,Tamara Jenkins,"Natasha Lyonne, Alan Arkin, Bryna Weiss","Non seulement Vivian Abramowitz subit de plein fouet les transformations de la puberte, mais encore les railleries de ses freres et l'indifference de Murray, son pere, incorrigible reveur qui espere se refaire une sante en changeant periodiquement d'habitat. Apres avoir occupe une succession de taudis aux limites de Beverly Hills, les Abramowitz trouvent enfin le logis ideal. C'est alors que Murray recoit un coup de telephone de son richissime frere lui demandant de prendre en main sa fille de ving-neuf ans, Rita, qu'il desespere de ramener dans le droit chemin.",U.S.A.,1998,UFD,Long métrage,Anglais,5 000 000 USD,,Couleur,94974,,2.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=18555.html,1998
1998-09-09,18576,Le Neveu,The Nephew,1998-09-09,1h 40min,Comédie dramatique,Eugene Brady,,"Donal McCann, Pierce Brosnan, Sinéad Cusack","A la mort de sa mere, qui vivait aux Etats-Unis depuis vingt ans, Chad decide de partir en Irlande vivre aupres de son oncle. Il veut comprendre l'histoire de sa mere et eclaircir le mystere de son depart contraint de l'ile. Mais il se retrouve confronte a la suspicion. Il est metis et considere comme un etranger. Il s'eprend alors de la fille de Brady, l'ennemi de son oncle. Peu a peu il comprend pourquoi sa mere a du partir et ravive ainsi une querelle vieille de vingt ans entre son oncle et Joe Brady.",Irlande,1997,-,Long métrage,-,-,,Couleur,-,,2.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=18576.html,1998
1998-09-09,751,"Dormez, je le veux !",,1998-09-09,1h 38min,Drame,Irene Jouannet,"Irene Jouannet, Gilles Taurand","Féodor Atkine, Celine Milliat-Baumgartner, François Berléand","Cora ne supporte plus la mediocrité de son entourage et de l'avenir qui l'attend. Un seul être la comprend et l'estime, c'est son oncle Paul, jumeau de son père, qu'elle est contrainte de voir en cachette car les deux frères sont fachés. Le hasard d'une lecture de vacances, un traité sur l'hypnose, lui ouvre de nouveaux horizons. Elle assiste au spectacle de Katz, le roi de l'hypnose. C'est la révélation. Elle a trouvé son maître, son gourou et bientôt son amant. Mais au fil de leur tournée dans les boîtes de nuit provinciales, Cora va de désillusion en désillusion.",France,1998,-,Long métrage,"Anglais, Français",-,,Couleur,91832,,2.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=751.html,1998
1998-09-09,18420,Le Comptoir,,1998-09-09,1h 33min,Comédie dramatique,Sophie Tatischeff,"Sophie Tatischeff, Patrick Dewolf","Mireille Perrier, Jacques Penot, Christophe Odent","Un comptoir de bistro va decider du destin de deux femmes. La premiere, Marie, tenanciere d'un cafe depuis quarante ans dans un village breton, veut realiser son reve et aller a la ville. La deuxieme, Joelle, veut quitter la ville pour la campagne. Quand Marie vend son bistro, le comptoir est mis aux encheres. C'est Joelle qui en devient proprietaire. D'un tiroir secret du comptoir s'echappent une lettre et une broche.",France,1998,PolyGram Film Distribution,Long métrage,Français,-,,Couleur,92072,,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=18420.html,1998
1998-09-09,18522,Voleur de vie,,1998-09-09,1h 45min,Drame,Yves Angelo,"Yves Angelo, Nancy Huston","Emmanuelle Béart, Sandrine Bonnaire, André Dussollier","Dans un ancien presbytère, au bord de la mer, vivent trois jeunes femmes. Alda, qui accumule les aventures sans que jamais ne soient engagés ses sentiments. Olga, sa soeur ainée, réclusée volontaire, malade et âme du foyer et sa fille Sigga. Le destin d'Olga va bousculer le fragile équilibre qui règne entre elles.",France,1998,AFMD,Long métrage,Français,-,,Couleur,92446,,2.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=18522.html,1998
1998-09-09,18554,Le Silence,Sokhout,1998-09-09,1h 20min,Comédie dramatique,Mohsen Makhmalbaf,Mohsen Makhmalbaf,"Tahmineh Normatova, Nadereh Abdelahyeva, Goibibi Ziadolahyeva","L'histoire de Khorshid, un garcon aveugle de dix ans qui vit avec sa mère dans un petit village du Tadjikistan. Tous les jours, Nadereh, la petite protégée du luthier chez qui il est accordeur, vient le chercher a l'arrêt du bus pour le conduire à l'atelier.","Tadjikistan, France, Iran",1998,MK2 Diffusion,Long métrage,-,-,,Couleur,92287,,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=18554.html,1998
2022-04-13,17752,Tokyo Eyes,"",1998-09-09,1h 38min,"Comédie, Fantastique, Policier",Jean-Pierre Limosin,"Jean-Pierre Limosin, Santiago Amigorena","Shinji Takeda, Hinano Yoshikawa, Kaori Mizushima","La police de Tokyo est sur les traces d'un tueur appelé """"le Bigleux"""". Hinano, une jeune fille, trouve K. Il s'est inventé un rôle de justicier et, derrière ses lunettes déformantes, il tire sur ses victimes mais les rate toujours. Les rate-t-il vraiment ?","France, Japon",1997,La Traverse,Long métrage,"Français, Japonais",-,"",Couleur,-,,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=17752.html,1998
1998-09-16,82447,Train de vie,,1998-09-16,1h 43min,"Comédie dramatique, Guerre",Radu Mihaileanu,"Radu Mihaileanu, Moni Ovadia","Lionel Abelanski, Rufus, Clément Harari","1941, dans un village juif d'Europe de l'Est. Schlomo, le fou du village, arrive essoufflé devant le conseil des sages pour leur annoncer une terrible nouvelle : les Allemands tuent et deportent vers des destinations inconnues tous les habitants juifs des shtetls voisins. Le conseil se réunit et après maintes querelles, une idée jaillit de la bouche même du fou : pour échapper aux nazis, ils organiseront un faux train de déportation !","Israël, France, Belgique",1998,AB International Distribution,Long métrage,"Français, Allemand",-,,Couleur,88 700,,3.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=82447.html,1998
1998-09-16,25836,Godzilla,,1998-09-16,2h 20min,Fantastique,Roland Emmerich,"Dean Devlin, Roland Emmerich","Matthew Broderick, Jean Reno, Maria Pitillo","Une tempête effroyable se dechaîne sur le Pacifique, engloutissant un pétrolier tandis qu'un immense éclair illumine le ciel au-dessus de la Polynésie française. Des empreintes géantes creusent un inquiétant sillon à travers des milliers de kilomètres de forêts et de plages au Panama. Les navires chavirent au large des côtes américaines et ces horribles phénomènes s'approchent de plus en plus près de New York. Le chercheur Nick Tatopoulos est arraché à ses recherches afin d'aider les Etats-Unis à traquer le monstre qui est à l'origine de ces désastres mystérieux.",U.S.A.,1998,-,Long métrage,Anglais,125 000 000 USD,,Couleur,92647,,2.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=25836.html,1998
1998-09-16,97639,La Vie rêvée des anges,,1998-09-16,1h 53min,Drame,Erick Zonca,"Erick Zonca, Roger Bohbot","Élodie Bouchez, Natacha Régnier, Grégoire Colin","Isa, vingt ans, bourlingue avec pour tout bagage son sac à dos et une """"philosophie de la galère"""" et va de ville en ville à la recherche de petits boulots, jamais les mêmes et jamais trop longtemps. Elle arrive à Lille et rencontre Marie, vingt ans également, elle aussi fille du Nord, solitaire, comme Isa, mais sauvage, écorchée, revoltée contre sa condition sociale.",France,1998,LCJ Editions et Productions,Long métrage,Français,-,,Couleur,87765,,3.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=97639.html,1998
1998-09-16,18587,I Want You,,1998-09-16,1h 27min,"Drame, Policier",Michael Winterbottom,Eoin McNamee,"Rachel Weisz, Alessandro Nivola, Luka Petrušić","Quand Martin revient a Haven, petite ville côtière anglaise, après neuf ans passés en prison, son ancienne petite amie, Helen, fréquente Bob, l'animateur de la radio locale. La jeune femme s'est également liée d'amitié avec Honda, un jeune refugié muet et passionné par le monde qui l'entoure. Il enregistre tout: la mer, les voix, les atmosphères. C'est ainsi qu'il enregistre une dispute entre Helen et Bob qui lui reproche de se refuser à lui depuis six mois. Bob se lance, menaçant, à la poursuite d'Honda. Mais Martin intervient.","U.S.A., Grande-Bretagne",1998,-,Long métrage,Anglais,-,,Couleur,-,,2.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=18587.html,1998
