semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url,annee
2005-12-14,727,King Kong,,1933-09-29,1h 40min,"Aventure, Epouvante-horreur, Fantastique, Thriller","Ernest B. Schoedsack, Merian C. Cooper","James Ashmore Creelman, Ruth Rose","Fay Wray, Robert Armstrong, Bruce Cabot","Figurante sans travail, la blonde Ann Darrow est engagée par le réalisateur Carl Denham pour être la vedette de son prochain film. Le Venture, le navire commandé par le capitaine Englehorn et qui comprend toute l'équipe, atteint Skull Island, une île mystérieuse où vivrait une créature légendaire vénérée par les indigènes et appelée King Kong.

Durant le voyage, Ann tombe amoureuse de John Driscoll, le second du bateau. Une fois débarqués, les explorateurs sont aussitôt repérés par les indigènes et font marche arrière. Mais ces derniers enlèvent Ann, la """"femme aux cheveux d'or"""", et l'attachent pour l'offrir en sacrifice à King Kong.

Au moment où ses compagnons arrivent pour la délivrer, un singe gigantesque saisit la jeune fille et disparaît dans la forêt. Denham et ses hommes se lancent alors à la poursuite de King Kong.",U.S.A.,1933,-,Long métrage,Anglais,650 000 USD,,N&B,24273,4.7,3.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=727.html,1933
2015-02-04,3908,La Grande Muraille,The Bitter Tea of General Yen,1933-11-17,1h 28min,"Drame, Romance",Frank Capra,Edward E. Paramore Jr.,"Barbara Stanwyck, Walter Connolly, Nils Asther","C'est pour épouser le docteur Robert Strike que Megan Davis, missionnaire, arrive à Shanghaï en pleine guerre civile. Alors qu'elle tente, avec son futur mari, d'évacuer des enfants, elle est capturée par le général Yen.",U.S.A.,1933,Park Circus France,Long métrage,"Chinois, Anglais, Français",-,,N&B,-,,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=3908.html,1933
2020-07-01,142672,Forbidden Hollywood : Baby Face,Baby Face,1933-11-17,1h 10min,"Drame, Romance",Alfred E. Green,"Kathryn Scola, Gene Markey","Barbara Stanwyck, George Brent, Donald Cook","En pleine Prohibition, Liliane """" Baby Face """" Powers est serveuse dans le speakeasy miteux d’une ville-usine. Son père, qui la force à coucher avec ses clients rustres et brutaux, décède lors de l’explosion de sa distillerie. Fuyant alors pour New York, Lily est engagée dans une banque dont elle en gravit les échelons en utilisant sans scrupule les hommes comme marchepieds vers la réussite…",U.S.A.,1933,Warner Bros. France,Long métrage,"Anglais, Français",187 000 USD,"",N&B,152578,,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=142672.html,1933
2022-12-21,1389,Sérénade à trois,Design for Living,1934-02-23,1h 31min,"Comédie, Romance",Ernst Lubitsch,"Noel Coward, Ben Hecht","Miriam Hopkins, Gary Cooper, Fredric March",Deux artistes américains partageant un appartement à Paris tombent tous les deux amoureux de la belle et spirituelle Gilda Farrell qui ne peut se décider entre les deux prétendants. Ils décident alors d'emménager tous les trois.,U.S.A.,1933,Splendor Films,Long métrage,Anglais,-,"",N&B,40001,,4.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=1389.html,1934
2019-09-25,43316,La Maison de la mort,The Old Dark House,1934-04-06,1h 12min,Epouvante-horreur,James Whale,Benn W. Levy,"Boris Karloff, Melvyn Douglas, Charles Laughton","Alors qu’ils traversent une région isolée du pays de Galles, M. et Mme Waverton et leur ami Philip sont pris dans une terrible tempête. Ils trouvent refuge dans une vieille demeure tenue par Rebecca Femm et son frère Horace, secondés par Morgan, leur étrange majordome muet et défiguré. Un peu plus tard dans la soirée, deux autres visiteurs viennent à leur tour demander l’hospitalité : Sir William Porterhouse et son amie Gladys Duquesne. À mesure que la nuit s’installe, l’atmosphère se fait de plus en plus pesante entre les hôtes et leurs invités. Le terrible secret de cette demeure est alors sur le point d’être révélé !",U.S.A.,1932,Carlotta Films,Long métrage,Anglais,-,1 377 entrées,N&B,151300,,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=43316.html,1934
2014-11-05,1269,La Soupe au canard,Duck Soup,1934-04-09,1h 10min,"Comédie, Comédie musicale",Leo McCarey,"Bert Kalmar, Harry Ruby","Groucho Marx, Harpo Marx, Chico Marx","Les caisses de la Freedonie sont à leur niveau le plus bas. Une fois de plus le Conseil des ministres fait appel à la richissisme Mme Teasdale qui accepte à une condition : que le gouvernement se dote d'un nouveau chef, Rufus T. Firefly. En Sylvanie, pays voisin qui convoite la Freedonie, la nouvelle est accueillie avec mauvaise humeur. Trentino, ambassadeur en Freedonie, courtise Mme Teasdale mais celle-ci est entichée de Firefly. Trentino engage deux espions, Pinky qui est le chauffeur de Firefly et Chicolini, et leur assigne pour mission de discréditer son rival.",U.S.A.,1933,Théâtre du Temple,Long métrage,Anglais,-,,N&B,09946,4,3.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=1269.html,1934
2015-02-04,1557,New York-Miami,It Happened One Night,1934-09-12,1h 45min,"Comédie, Romance",Frank Capra,Robert Riskin,"Clark Gable, Claudette Colbert, Ward Bond","Ellie fuit son père millionnaire et décide de rallier New York. Elle rencontre Pete, un journaliste, dans le bus, qui comprend très vite qui elle est, son père ayant promis une récompense à qui la lui ramènerait. Peu à peu, alors que l'argent commence à leur faire défaut et qu'ils continuent de fuir en auto-stop, Ellie apprend à mieux connaître Pete.",U.S.A.,1934,Park Circus France,Long métrage,Anglais,325 000 USD,,N&B,-,4.7,4.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=1557.html,1934
2021-09-29,2305,L'Atalante,"",1934-09-12,1h 28min,"Comédie dramatique, Romance",Jean Vigo,"Jean Guinée, Albert Riéra","Michel Simon, Dita Parlo, Jean Dasté","La jeune femme d'un marinier, fatiguée de sa vie monotone sur la péniche """" l'Atalante """", se laisse un jour attirer par les artifices de la ville, laissant son mari dans un profond désespoir. Mais cruellement déçue, elle revient à lui et le bonheur tranquille reprend son cours le long des fleuves, en compagnie du vieux marinier, le père Jules. Un monument du cinéma !",France,1934,Malavida Films,Long métrage,"Français, Russe",-,"",N&B,-,4.7,3.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=2305.html,1934
2013-08-21,6812,L'Homme qui en savait trop,The Man Who Knew Too Much,1935-03-01,1h 24min,Policier,Alfred Hitchcock,"Edwin Greenwood, A.R. Rawlinson","Peter Lorre, Leslie Banks, Edna Best","En vacances en Suisse avec leur fille, Bob et Jill Lawrence se lient d'amitié avec un Français qui est assassiné. Avant de mourir, il prévient Bob qu'un diplomate va également être assassiné. Pour empêcher le couple de parler, les futurs meurtriers enlèvent leur fille. Jill se rend a l'Albert Hall ou un tueur doit abattre le diplomate et tente de faire échouer l'attentat.","U.S.A., Grande-Bretagne",1934,Mission,Long métrage,Anglais,-,,N&B,-,5,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=6812.html,1935
2013-03-06,6448,La Bandera,,1935-09-21,1h 36min,"Drame, Guerre, Romance",Julien Duvivier,"Julien Duvivier, Charles Spaak","Annabella, Robert Ozanne, Maurice Lagrenee","Pierre Gilieth, un criminel français ayant tué un homme dans un bar de la rue Saint-Vincent à Paris, décide de fuir la France et s'engage dans la Légion étrangère espagnole. Sans le savoir, celui-ci est suivi par Fernando Lucas, un indicateur de police tenté par la prime. Mais les deux hommes vont s'unir et devenir amis...",France,1935,Tamasa Distribution,Long métrage,Français,-,,N&B,1247,,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=6448.html,1935
2023-11-29,2161,Les 39 marches,The 39 Steps,1935-10-30,1h 21min,"Comédie, Espionnage, Policier, Thriller",Alfred Hitchcock,Charles Bennett,"Robert Donat, Madeleine Carroll, Lucie Mannheim","Canadien installé à Londres, Richard Hannay assiste à un spectacle de music-hall lorsqu’un coup de feu provoque une panique générale. La jeune femme qui l’a déclenchée, Annabella Smith, le supplie de l’héberger. Elle se dit espionne, pourchassée par une mystérieuse organisation : les « 39 marches ». Au milieu de la nuit, Annabella se fait assassiner mais parvient à avertir de justesse Hannay de fuir chercher la vérité en Écosse. Le jeune homme entreprend alors un voyage à la recherche d’un homme à qui il manque une phalange...",Grande-Bretagne,1935,Carlotta Films,Long métrage,Anglais,-,"",N&B,11533,5,4,https://www.allocine.fr/film/fichefilm_gen_cfilm=2161.html,1935
2004-03-24,485,Le Chat noir,The Black Cat,1936-03-13,1h 05min,"Epouvante-horreur, Thriller",Edgar G. Ulmer,"Peter Ruric, Edgar G. Ulmer","Boris Karloff, Bela Lugosi, David Manners","Joan et Peter rencontrent, au cours de leur voyage de noces en Hongrie, le Docteur Vitus Verdegast, rescapé d'un camp de prisonniers russes et s'apprêtant à retrouver """"un vieil ami"""". Un incident de parcours les oblige à trouver refuge dans le manoir construit par l'énigmatique et effrayant """"ami"""" du docteur, Hjalmar Poelzig, qui vit entouré de chats noirs...",U.S.A.,1934,-,Long métrage,"Anglais, Hongrois, Latin",-,,N&B,-,,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=485.html,1936
2019-07-10,1832,Les Temps modernes,Modern Times,1936-03-13,1h 27min,"Comédie, Comédie dramatique, Drame, Romance",Charles Chaplin,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Henry Bergman","Charlot est ouvrier dans une immense usine. Il resserre quotidiennement des boulons. Mais les machines, le travail à la chaîne le rendent malade, il abandonne son poste et recueille une orpheline…",U.S.A.,1936,Théâtre du Temple,Long métrage,Silencieux,1 500 000 USD,"",N&B,16 028,4.6,4.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=1832.html,1936
2015-02-04,2549,L'Extravagant Mr. Deeds,Mr. Deeds Goes to Town,1936-06-18,1h 55min,Comédie,Frank Capra,Robert Riskin,"Gary Cooper, Jean Arthur, George Bancroft","Martin W. Semple s’est tué dans un accident de voiture, léguant son immense fortune à un neveu qu’il n’a jamais vu. La haute société new-yorkaise est en émoi ! Qui est donc ce Longfellow Deeds, ce jeune homme naïf, un tantinet loufoque, qui joue du tuba et écrit des vers, pour la plus grande joie des habitants de sa bourgade, Mandrake Falls ? Comment ce célibataire ultra-convoité, sollicité par toutes sortes d’aigrefins, va-t-il s’acclimater à la ville qui ne dort jamais ? Les reporters traquent le scoop mais la malicieuse Babe Bennett a choisi la meilleure tactique pour approcher Deeds…",U.S.A.,1936,Park Circus France,Long métrage,Anglais,-,,N&B,-,,4.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=2549.html,1936
2016-04-06,3415,La Belle équipe,"",1936-09-17,1h 35min,Comédie dramatique,Julien Duvivier,"Julien Duvivier, Charles Spaak","Jean Gabin, Charles Vanel, Raymond Aimos","Cinq ouvriers chômeurs parisiens, Jean, Charles, Raymond, Jacques et Mario, un étranger menacé d'expulsion, gagnent le gros lot de la loterie nationale. Jean a l'idée de placer cet argent en commun, dans l'achat d'un vieux lavoir de banlieue en ruine, qu'ils transformeront en riante guinguette dont ils seront les copropriétaires. Ils s'attellent à la besogne avec confiance. Mais la solidarité du groupe est fragile... Le destin s'acharne sur eux. Bientôt, il ne reste plus de la joyeuse équipe que Charles et Jean qui sont amoureux de la même femme, Gina….",France,1936,Pathé Films,Long métrage,Français,-,"",N&B,-,,4.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=3415.html,1936
2023-11-01,4076,Le Roman d'un tricheur,"",1936-09-18,1h 20min,Comédie,Sacha Guitry,Sacha Guitry,"Sacha Guitry, Marguerite Moreno, Jacqueline Delubac","Depuis son enfance, un homme n'a qu'une seule ambition, devenir riche. Pour cela, il décide de devenir tricheur et voleur professionnel.",France,1936,Les Acacias,Long métrage,Français,-,"",N&B,2004,,4.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=4076.html,1936
2010-07-14,10994,Mon homme Godfrey,My Man Godfrey,1936-10-08,1h 34min,Comédie,Gregory La Cava,"Morrie Ryskind, Eric Hatch","William Powell, Carole Lombard, Alice Brady","Irene et Cornelia sont deux soeurs vivant très aisément dans les quartiers chics de New York. Elles font un jour la rencontre de Godfrey, un homme devenu SDF après la crise économique. Prises de sympathie envers lui, elles lui proposent de travailler pour elles. L'homme accepte et se montre parfait dans ses services. Peu à peu, Irene et lui commencent même à développer des sentiments amoureux l'un envers l'autre...",U.S.A.,1936,Universal Pictures France (UPF),Long métrage,Anglais,-,,N&B,3100,5,4.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=10994.html,1936
2005-09-14,31179,Furie,Fury,1936-10-16,1h 35min,"Drame, Policier",Fritz Lang,"Norman Krasna, Fritz Lang","Spencer Tracy, Sylvia Sidney, Edward Ellis","Joe Wilson est injustement accusé de l'enlèvement d'une jeune femme. La foule, excitée par plusieurs meneurs, prend d'assaut la prison où il est enfermé.",U.S.A.,1936,-,Long métrage,Anglais,-,,N&B,-,5,4.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=31179.html,1936
2022-09-07,121864,La Neuvième Symphonie,Schlußakkord,1936-10-16,1h 40min,"Comédie musicale, Drame",Douglas Sirk,"Kurt Heuser, Douglas Sirk","Willy Birgel, Lil Dagover, Maria Koppenhöfer","Quittant l’Allemagne pour suivre son mari à New York, Hanna doit laisser son jeune garçon derrière elle. Il est alors recueilli par des parents peu communs : un célèbre chef d’orchestre et sa femme frivole. Prête à tout pour récupérer son fils après le suicide de son mari, Hanna se fait embaucher comme nurse dans la famille adoptive de l’enfant.",Allemagne,1936,Capricci Films,Long métrage,Allemand,-,"",N&B,-,,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=121864.html,1936
2023-11-01,1799,Mon Père Avait Raison,"",1936-11-27,1h 39min,Comédie,Sacha Guitry,Sacha Guitry,"Sacha Guitry, Gaston Dubosc, Serge Grave","C'est l'histoire d'une dynastie bourgeoise. C'est une forme d'égoïsme qui se transmet de père en fils et qui fait dire à chacun: """"Mon père avait raison!"""". C'est un film qui peut, en une phrase se résumer ainsi: """"Il n'est pas étonnant que les enfants ressemblent à leur père, puisque tous les hommes sont pareils."""" Et l'on peut dire aussi que c'est histoire d'un homme qui a cru comprendre enfin que quand on est malheureux, on ne fait le bonheur de personne. Il lui apparaît que le mot """"égoïsme"""" est en général employé à contre-sens. Être égoïste, à ses yeux, cela signifie: """"Rendre heureux ceux qui vous entourent pour jouir du spectacle quotidien de leur bonheur."""" Les événements lui donnent raison - et il devient tellement heureux que son entourage s'en inquiète, et même, un instant se demande s'il n'est pas devenu fou !",France,1936,Les Acacias,Long métrage,Français,-,"",N&B,2005,5,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=1799.html,1936
2023-11-01,4997,Faisons un Rêve...,"",1936-12-31,1h 20min,"Comédie, Romance",Sacha Guitry,Sacha Guitry,"Michel Simon, Sacha Guitry, Jacqueline Delubac","Un mari qui vient de tromper sa femme rentre chez lui au petit matin, embarassé. Il y trouve, sans le savoir, l'amant de son épouse, à qui il avoue son infidélité. Ce dernier a trop vite proposé à la femme de l'épouser. Il entreprend alors de convaincre l'époux de prolonger son absence.",France,1936,Les Acacias,Long métrage,Français,-,"",N&B,2006,,4,https://www.allocine.fr/film/fichefilm_gen_cfilm=4997.html,1936
2023-11-01,59036,Le Mot de Cambronne,"",1937-01-01,0h 36min,Comédie,Sacha Guitry,Sacha Guitry,"Sacha Guitry, Marguerite Moreno, Jacqueline Delubac","Le Général Cambronne est à la retraite, il vit avec son épouse d'origine anglaise. Imaginons qu'elle ne connaît pas certains mots, notamment celui de son mari, que tout le monde met de la malice à y faire allusion et qu'elle désire l'apprendre enfin...",France,1937,Les Acacias,Long métrage,Français,-,"",N&B,2007,,3,https://www.allocine.fr/film/fichefilm_gen_cfilm=59036.html,1937
2015-04-08,7179,Le Roman de Marguerite Gautier,Camille,1937-03-17,1h 49min,"Drame, Romance",George Cukor,"Zoe Akins, Frances Marion","Greta Garbo, Robert Taylor, Lionel Barrymore","Dans le Paris mondain de 1847, les rencontres galantes ont lieu au théâtre, au bal et dans les cercles de jeux où la discrétion est de mise... et le jeu c'est l'amour. Marguerite Gautier est une de ces jolies courtisanes qui vivent sur le terrain dangereux de la renommée, l'esprit aiguisé par le champagne, mais les yeux souvent brouillés par les larmes...

D'après l’œuvre d'Alexandre Dumas.",U.S.A.,1936,Warner Bros. France,Long métrage,Anglais,1 486 000 USD,,N&B,-,,4,https://www.allocine.fr/film/fichefilm_gen_cfilm=7179.html,1937
