allocine_id,titre,annee,acteur
12506,Avec ou sans hommes,1995,ou sans hommes de Herbert Ross
12550,Krim,1995,Mireille Perrier
12550,Krim,1995,Hammou Graïa
12550,Krim,1995,Jean-Claude Dreyfus
9297,Rob Roy,1995,Liam Neeson
9297,Rob Roy,1995,Jessica Lange
9297,Rob Roy,1995,John Hurt
47115,Cobb,1995,Tommy Lee Jones
47115,Cobb,1995,Robert Wuhl
47115,Cobb,1995,Lolita Davidovich
10272,A la recherche du mari de ma femme,1995,Naima Elmcherqui
10272,A la recherche du mari de ma femme,1995,Bachir Skirej
10272,A la recherche du mari de ma femme,1995,Mouna Fettou
11375,Fast,1995,Fred Gélard
11375,Fast,1995,Jean-François Stévenin
11375,Fast,1995,Karin Viard
12577,Waati,1995,Sidi Yaya Cissé
12577,Waati,1995,Lineo Kefuoe Tsolo
12577,Waati,1995,Aicha Amerou
12685,Dumb and Dumber,1995,Jim Carrey
12685,Dumb and Dumber,1995,Jeff Daniels
12685,Dumb and Dumber,1995,Brady Bluhm
12661,Don Juan DeMarco,1995,Marlon Brando
12661,Don Juan DeMarco,1995,Johnny Depp
12661,Don Juan DeMarco,1995,Faye Dunaway
5953,"La Guerre des boutons, ça recommence",1995,Gregg Fitzgerald
5953,"La Guerre des boutons, ça recommence",1995,Eveanna Ryan
5953,"La Guerre des boutons, ça recommence",1995,Liam Cunningham
11825,Etat des lieux,1995,Patrick Dell'Isola
11825,Etat des lieux,1995,Andrée Damant
11825,Etat des lieux,1995,Marc de Jonge
10229,"Clean, Shaven",1995,Peter Greene
10229,"Clean, Shaven",1995,Megan Owen
10229,"Clean, Shaven",1995,Jennifer MacDonald
9622,La Vie sexuelle des Belges 1950-1978,1995,Isabelle Legros (II)
9622,La Vie sexuelle des Belges 1950-1978,1995,Jean-Henri Compère
9622,La Vie sexuelle des Belges 1950-1978,1995,Morgan Marinne
12564,Augustin,1995,Jean-Chrétien Sibertin-Blanc
12564,Augustin,1995,Stephanie Zhang
12564,Augustin,1995,Guy Casabonne
10257,Porco Rosso,1995,Jean Reno
10257,Porco Rosso,1995,Shûichirô Moriyama
10257,Porco Rosso,1995,Jean-Luc Reichmann
12695,Mort ou vif,1995,Sharon Stone
12695,Mort ou vif,1995,Leonardo DiCaprio
12695,Mort ou vif,1995,Gene Hackman
12700,Ed Wood,1995,Martin Landau
12700,Ed Wood,1995,Johnny Depp
12700,Ed Wood,1995,Bill Murray
31047,Blue Sky,1995,Jessica Lange
31047,Blue Sky,1995,Tommy Lee Jones
31047,Blue Sky,1995,Powers Boothe
12697,Mon ami Dodger,1995,Thora Birch
12697,Mon ami Dodger,1995,Harvey Keitel
12697,Mon ami Dodger,1995,Mimi Rogers
12696,Richie Rich,1995,Macaulay Culkin
12696,Richie Rich,1995,John Larroquette
12696,Richie Rich,1995,Edward Herrmann
12702,"André, mon meilleur copain",1995,Keith Carradine
12702,"André, mon meilleur copain",1995,Chelsea Field
12702,"André, mon meilleur copain",1995,Joshua Jackson
12701,The Kingdom,1995,Ghita Norby
12701,The Kingdom,1995,Udo Kier
12701,The Kingdom,1995,Kirsten Rolffes
130985,Les Enfants de lumière,1995,Jacques Perrin
10232,Raï,1995,Mustapha Benstiti
10232,Raï,1995,Tabatha Cash
10232,Raï,1995,Samy Naceri
12754,Six degrés de séparation,1995,Donald Sutherland
12754,Six degrés de séparation,1995,Stockard Channing
12754,Six degrés de séparation,1995,Mary Beth Hurt
12727,Marie-Louise ou la permission,1995,Kate Beckinsale
12727,Marie-Louise ou la permission,1995,Eric Ruf
12727,Marie-Louise ou la permission,1995,Marie Caries
12729,L'Ame des guerriers,1995,Rena Owen
12729,L'Ame des guerriers,1995,Pete Smith (II)
12729,L'Ame des guerriers,1995,Calvin Tuteao
14012,Bad Boys,1995,Martin Lawrence
14012,Bad Boys,1995,Will Smith
14012,Bad Boys,1995,Tea Leoni
12682,"L'Histoire sans fin 3, retour à Fantasia",1995,Jason James Richter
12682,"L'Histoire sans fin 3, retour à Fantasia",1995,Melody Kay
12682,"L'Histoire sans fin 3, retour à Fantasia",1995,Jack Black
12694,"Adultère, mode d'emploi",1995,Richard Berry
12694,"Adultère, mode d'emploi",1995,Karin Viard
12694,"Adultère, mode d'emploi",1995,Vincent Cassel
12834,Top Dog,1995,Chuck Norris
12834,Top Dog,1995,Michele Lamar Richards
12834,Top Dog,1995,Erik von Detten
10286,"Molom, conte de Mongolie",1995,Tsededordj
10286,"Molom, conte de Mongolie",1995,Yondejunai
30632,La Nuit et le moment,1995,Lena Olin
30632,La Nuit et le moment,1995,Willem Dafoe
30632,La Nuit et le moment,1995,Jean-Claude Carrière
32682,Pullman paradis,1995,Charles Berling
32682,Pullman paradis,1995,Dominique Valadié
32682,Pullman paradis,1995,Kevin McNally
12576,Lisbonne story,1995,Rüdiger Vogler
12576,Lisbonne story,1995,Patrick Bauchau
12576,Lisbonne story,1995,Canto e Castro
31420,Lune rouge,1995,Ed Harris
31420,Lune rouge,1995,Madeleine Stowe
31420,Lune rouge,1995,Charles Dance
50703,Tank Girl,1995,Lori Petty
50703,Tank Girl,1995,Ice-T
50703,Tank Girl,1995,Naomi Watts
12699,Le Fabuleux destin de Mme Petlet,1995,Maïté
12699,Le Fabuleux destin de Mme Petlet,1995,Camille de Casabianca
12699,Le Fabuleux destin de Mme Petlet,1995,Jean-Pierre Darroussin
12837,Usual Suspects,1995,Kevin Spacey
12837,Usual Suspects,1995,Chazz Palminteri
12837,Usual Suspects,1995,Gabriel Byrne
12858,Batman Forever,1995,Val Kilmer
12858,Batman Forever,1995,Tommy Lee Jones
12858,Batman Forever,1995,Jim Carrey
138901,Ainsi parlait Bellavista,1995,Antonio Allocca
138901,Ainsi parlait Bellavista,1995,Lucio Allocca
138901,Ainsi parlait Bellavista,1995,Giovanni Attanasio
12947,Corps inflammables,1995,Olivier Py
12947,Corps inflammables,1995,Aurelie Rusterholtz
12947,Corps inflammables,1995,Philippe Demarle
12276,Comme deux crocodiles,1995,Giancarlo Giannini
12276,Comme deux crocodiles,1995,Sandrine Dumas
12276,Comme deux crocodiles,1995,Valeria Golino
12312,Les Maitres du monde,1995,Donald Sutherland
12312,Les Maitres du monde,1995,Keith David
12312,Les Maitres du monde,1995,Eric Thal
32048,L'Amour en équation,1995,Stephen Fry
32048,L'Amour en équation,1995,Gene Saks
32048,L'Amour en équation,1995,Joseph Maher
12959,La Reine des bandits,1995,Seema Biswas
12959,La Reine des bandits,1995,Nirmal Pandey
12959,La Reine des bandits,1995,Aditya Srivastava
43209,L'Amour & un 45,1995,Gil Bellows
43209,L'Amour & un 45,1995,Renée Zellweger
43209,L'Amour & un 45,1995,Rory Cochrane
56503,"Dieu, l'amant de ma mère et le fils du charcutier",1995,Lio
56503,"Dieu, l'amant de ma mère et le fils du charcutier",1995,Richard Bohringer
56503,"Dieu, l'amant de ma mère et le fils du charcutier",1995,Francis Huster
12728,Un Homme sans importance,1995,Albert Finney
12728,Un Homme sans importance,1995,Rufus Sewell
12728,Un Homme sans importance,1995,Michael Gambon
12854,Une journée en enfer,1995,Bruce Willis
12854,Une journée en enfer,1995,Jeremy Irons
12854,Une journée en enfer,1995,Samuel L. Jackson
32728,Que la chasse commence !,1995,Ice-T
32728,Que la chasse commence !,1995,Rutger Hauer
32728,Que la chasse commence !,1995,Charles S. Dutton
133292,Great Adventurers,1995,Andy Lau
133292,Great Adventurers,1995,Chien-lien Wu
133292,Great Adventurers,1995,Rosamund Kwan
143783,Pentathlon,1995,Dolph Lundgren
143783,Pentathlon,1995,David Soul
143783,Pentathlon,1995,Renee Coleman
12850,Candyman 2,1995,Tony Todd
12850,Candyman 2,1995,Kelly Rowan
12850,Candyman 2,1995,William O'Leary
12984,Congo,1995,Dylan Walsh
12984,Congo,1995,Laura Linney
12984,Congo,1995,Ernie Hudson
51766,"Streetfighter, la rage de vaincre",1995,Mark Dacascos
51766,"Streetfighter, la rage de vaincre",1995,Stacey Travis
51766,"Streetfighter, la rage de vaincre",1995,Geoffrey Lewis
34547,L'Irrésistible North,1995,Elijah Wood
34547,L'Irrésistible North,1995,Jason Alexander
34547,L'Irrésistible North,1995,Julia Louis-Dreyfus
12760,Noir comme le souvenir,1995,Sabine Azéma
12760,Noir comme le souvenir,1995,Jane Birkin
12760,Noir comme le souvenir,1995,Benoit Régent
47960,Les Pêchés mortels,1995,Stephen Dorff
47960,Les Pêchés mortels,1995,Gabrielle Anwar
47960,Les Pêchés mortels,1995,Sophie Aubry
32608,L'Amour à tout prix,1995,Sandra Bullock
32608,L'Amour à tout prix,1995,Bill Pullman
32608,L'Amour à tout prix,1995,Peter Gallagher
12995,"Lancelot, le premier chevalier",1995,Richard Gere
12995,"Lancelot, le premier chevalier",1995,Sean Connery
12995,"Lancelot, le premier chevalier",1995,Julia Ormond
12978,Le Village des damnés,1995,Christopher Reeve
12978,Le Village des damnés,1995,Kirstie Alley
12978,Le Village des damnés,1995,Linda Kozlowski
184585,Sparrow,1995,Angela Bettis
184585,Sparrow,1995,Johnathon Schaech
184585,Sparrow,1995,Frank Finlay
13005,Judge Dredd,1995,Sylvester Stallone
13005,Judge Dredd,1995,Armand Assante
13005,Judge Dredd,1995,Max von Sydow
13003,Les Milles,1995,Philippe Noiret
13003,Les Milles,1995,Rüdiger Vogler
13003,Les Milles,1995,Jean-Pierre Marielle
13006,Even Cowgirls Get the Blues,1995,Uma Thurman
13006,Even Cowgirls Get the Blues,1995,John Hurt
13006,Even Cowgirls Get the Blues,1995,Rain Phoenix
13002,La Bible de néon,1995,Jacob Tierney
13002,La Bible de néon,1995,Drake Bell
13002,La Bible de néon,1995,Gena Rowlands
12733,"Mi-figue, mi-raisin",1995,Oscar Ladoire
12733,"Mi-figue, mi-raisin",1995,Penélope Cruz
12733,"Mi-figue, mi-raisin",1995,Rosa María Sardá
47095,Fugueuses,1995,Marie Trintignant
47095,Fugueuses,1995,Irène Jacob
47095,Fugueuses,1995,Nicole Garcia
12992,La Cérémonie,1995,Isabelle Huppert
12992,La Cérémonie,1995,Sandrine Bonnaire
12992,La Cérémonie,1995,Jacqueline Bisset
32050,French Kiss,1995,Meg Ryan
32050,French Kiss,1995,Kevin Kline
32050,French Kiss,1995,Timothy Hutton
13010,Souvenirs de l'au-dela,1995,Alfred Molina
13010,Souvenirs de l'au-dela,1995,Christine Lahti
13010,Souvenirs de l'au-dela,1995,Rae Dawn Chong
12625,Bye-bye,1995,Sami Bouajila
12625,Bye-bye,1995,Nozha Khouadra
12625,Bye-bye,1995,Philippe Ambrosini
32269,Miss Shumway jette un sort,1995,Bridget Fonda
32269,Miss Shumway jette un sort,1995,Russell Crowe
32269,Miss Shumway jette un sort,1995,Jim Broadbent
12994,Sur la route de Madison,1995,Meryl Streep
12994,Sur la route de Madison,1995,Clint Eastwood
12994,Sur la route de Madison,1995,Annie Corley
13015,USS Alabama,1995,Gene Hackman
13015,USS Alabama,1995,Denzel Washington
13015,USS Alabama,1995,Viggo Mortensen
28287,Silent Fall,1995,Richard Dreyfuss
28287,Silent Fall,1995,Linda Hamilton
28287,Silent Fall,1995,John Lithgow
13020,Le Couvent,1995,Luís Miguel Cintra
13020,Le Couvent,1995,Catherine Deneuve
13020,Le Couvent,1995,John Malkovich
3429,Le plus bel âge...,1995,Élodie Bouchez
3429,Le plus bel âge...,1995,Melvil Poupaud
3429,Le plus bel âge...,1995,Sophie Aubry
31166,Meurtre à Alcatraz,1995,Christian Slater
31166,Meurtre à Alcatraz,1995,Kevin Bacon
31166,Meurtre à Alcatraz,1995,Gary Oldman
12795,Le Regard d'Ulysse,1995,Harvey Keitel
12795,Le Regard d'Ulysse,1995,Erland Josephson
12795,Le Regard d'Ulysse,1995,Maia Morgenstern
13036,Les Habitants,1995,Alex Van Warmerdam
13036,Les Habitants,1995,Annet Malherbe
13036,Les Habitants,1995,Leonard Lucieer
12880,Ca tourne à Manhattan,1995,Steve Buscemi
12880,Ca tourne à Manhattan,1995,Catherine Keener
12880,Ca tourne à Manhattan,1995,Dermot Mulroney
28340,Somebody to Love,1995,Rosie Perez
28340,Somebody to Love,1995,Harvey Keitel
28340,Somebody to Love,1995,Anthony Quinn
31369,"À propos de Nice, la suite",1995,Grégoire Colin
31369,"À propos de Nice, la suite",1995,Arielle Dombasle
31369,"À propos de Nice, la suite",1995,Laura del Sol
104901,Le Hussard sur le toit,1995,Juliette Binoche
104901,Le Hussard sur le toit,1995,Olivier Martinez
104901,Le Hussard sur le toit,1995,François Cluzet
52497,Piège à grande vitesse,1995,Steven Seagal
52497,Piège à grande vitesse,1995,Eric Bogosian
52497,Piège à grande vitesse,1995,Katherine Heigl
50446,Forget Paris,1995,Cathy Moriarty
50446,Forget Paris,1995,Clint Howard
50446,Forget Paris,1995,Billy Crystal
47853,Montana blues,1995,Jean-Pierre Bisson
47853,Montana blues,1995,Frank Nicotra
47853,Montana blues,1995,Garance Clavel
14679,L'Univers de Jacques Demy,1995,Anouk Aimée
14679,L'Univers de Jacques Demy,1995,Claude Berri
14679,L'Univers de Jacques Demy,1995,Richard Berry
13019,Desperado,1995,Antonio Banderas
13019,Desperado,1995,Salma Hayek
13019,Desperado,1995,Steve Buscemi
13063,La Mutante,1995,Natasha Henstridge
13063,La Mutante,1995,Ben Kingsley
13063,La Mutante,1995,Michael Madsen
13065,Cyclo,1995,Tony Leung Chiu-Wai
13065,Cyclo,1995,Le Van Loc
13065,Cyclo,1995,Tran Nu Yên Khê
13051,La Fleur de mon secret,1995,Marisa Paredes
13051,La Fleur de mon secret,1995,Juan Echanove
13051,La Fleur de mon secret,1995,Carme Elias
34545,Un Homme presque parfait,1995,Paul Newman
34545,Un Homme presque parfait,1995,Jessica Tandy
34545,Un Homme presque parfait,1995,Bruce Willis
32006,Le Petit grille-pain courageux,1995,Mindy Sterling
32006,Le Petit grille-pain courageux,1995,Jim Jackman
32006,Le Petit grille-pain courageux,1995,Randy Bennett
106907,Jack and Sarah,1995,Richard E. Grant
106907,Jack and Sarah,1995,Samantha Mathis
106907,Jack and Sarah,1995,Judi Dench
61496,Une Équipe de nases !,1995,Steve Guttenberg
61496,Une Équipe de nases !,1995,Olivia d'Abo
61496,Une Équipe de nases !,1995,Jay O. Sanders
10080,Braveheart,1995,Mel Gibson
10080,Braveheart,1995,Sophie Marceau
10080,Braveheart,1995,Catherine McCormack
13018,Casper,1995,Devon Sawa
13018,Casper,1995,Christina Ricci
13018,Casper,1995,Bill Pullman
12916,Land and Freedom,1995,Ian Hart
12916,Land and Freedom,1995,Rosana Pastor
12916,Land and Freedom,1995,Frédéric Pierrot
13091,La Folie du Roi George,1995,Ian Holm
13091,La Folie du Roi George,1995,Helen Mirren
13091,La Folie du Roi George,1995,Rupert Everett
13115,Les anges gardiens,1995,Gérard Depardieu
13115,Les anges gardiens,1995,Christian Clavier
13115,Les anges gardiens,1995,Yves Rénier
13117,Dolores Claiborne,1995,Kathy Bates
13117,Dolores Claiborne,1995,Jennifer Jason Leigh
13117,Dolores Claiborne,1995,Christopher Plummer
13196,Swimming With Sharks,1995,Kevin Spacey
13196,Swimming With Sharks,1995,Frank Whaley
13196,Swimming With Sharks,1995,Michelle Forbes
12568,Le Confessionnal,1995,Lothaire Bluteau
12568,Le Confessionnal,1995,Kristin Scott Thomas
12568,Le Confessionnal,1995,Patrick Goyette
12972,"A la vie, à la mort !",1995,Ariane Ascaride
12972,"A la vie, à la mort !",1995,Gérard Meylan
12972,"A la vie, à la mort !",1995,Jacques Boudet
12584,L'Enfant noir,1995,Baba Camara
12584,L'Enfant noir,1995,Madou Camara
12584,L'Enfant noir,1995,Kouda Camara
13118,Le Petit Musee de Velasquez,1995,Louise Le cavalier
13212,Traque sur Internet,1995,Sandra Bullock
13212,Traque sur Internet,1995,Jeremy Northam
13212,Traque sur Internet,1995,Daniel Schorr
69229,Nelly et Monsieur Arnaud,1995,Emmanuelle Béart
69229,Nelly et Monsieur Arnaud,1995,Michel Serrault
69229,Nelly et Monsieur Arnaud,1995,Jean-Hugues Anglade
13194,Sauvez Willy 2,1995,Jason James Richter
13194,Sauvez Willy 2,1995,August Schellenberg
13194,Sauvez Willy 2,1995,Michael Madsen
67383,Mighty Morphin Power Rangers: The Movie,1995,Amy Jo Johnson
67383,Mighty Morphin Power Rangers: The Movie,1995,Karan Ashley
67383,Mighty Morphin Power Rangers: The Movie,1995,Johnny Yong Bosch
38980,Miami Rhapsody,1995,Sarah Jessica Parker
38980,Miami Rhapsody,1995,Antonio Banderas
38980,Miami Rhapsody,1995,Mia Farrow
6309,Trois jours,1995,Yekaterina Golubeva
6309,Trois jours,1995,Audrius Stonys
6309,Trois jours,1995,Arunas Sakalauskas
13114,Corridor,1995,Sharunas Bartas
13114,Corridor,1995,Yekaterina Golubeva
13114,Corridor,1995,Viacheslav Amirhanian
9828,Dollar Mambo,1995,Roberto Sosa
9828,Dollar Mambo,1995,Eduardo Lopez Rojas
9828,Dollar Mambo,1995,Tito Vasconcelos
13247,Waterworld,1995,Kevin Costner
13247,Waterworld,1995,Jeanne Tripplehorn
13247,Waterworld,1995,Dennis Hopper
13249,Underground,1995,Predrag 'Miki' Manojlovic
13249,Underground,1995,Lazar Ristovski
13249,Underground,1995,Slavko Stimac
13254,Mortal Kombat,1995,Christophe Lambert
13254,Mortal Kombat,1995,Robin Shou
13254,Mortal Kombat,1995,Linden Ashby
48479,3 Steps to Heaven,1995,Freddie Annobil-Dodoo
48479,3 Steps to Heaven,1995,Frances Barber
48479,3 Steps to Heaven,1995,Bridget Brammall
13297,Le Garçu,1995,Claude Davy
13297,Le Garçu,1995,Gérard Depardieu
13297,Le Garçu,1995,Géraldine Pailhas
13332,Assassins,1995,Sylvester Stallone
13332,Assassins,1995,Antonio Banderas
13332,Assassins,1995,Julianne Moore
13343,Bad Boy Bubby,1995,Nicholas Hope
13343,Bad Boy Bubby,1995,Claire Benito
13343,Bad Boy Bubby,1995,Ralph Cotterill
12692,Un Bruit qui rend fou,1995,Arielle Dombasle
12692,Un Bruit qui rend fou,1995,Fred Ward
12692,Un Bruit qui rend fou,1995,Christian Maillet
11389,Le Voyage de Baba,1995,Momar Diawara
11389,Le Voyage de Baba,1995,Jacky Khalil Paye
11389,Le Voyage de Baba,1995,Bernard Mendy
13211,Apollo 13,1995,Tom Hanks
13211,Apollo 13,1995,Bill Paxton
13211,Apollo 13,1995,Gary Sinise
29604,Neuf mois aussi,1995,Hugh Grant
29604,Neuf mois aussi,1995,Julianne Moore
29604,Neuf mois aussi,1995,Tom Arnold
13346,Shanghai Triad,1995,Gong Li
13346,Shanghai Triad,1995,Li Xuejian
13346,Shanghai Triad,1995,Baotian Li
12997,Au Petit Marguery,1995,Stéphane Audran
12997,Au Petit Marguery,1995,Michel Aumont
12997,Au Petit Marguery,1995,Alain Beigel
12536,Manneken Pis,1995,Antje De Boeck
12536,Manneken Pis,1995,Ann Petersen
12536,Manneken Pis,1995,Frank Vercruyssen
10533,La croisade d'Anne Buridan,1995,Judith Cahen
10533,La croisade d'Anne Buridan,1995,Camille de Casabianca
10533,La croisade d'Anne Buridan,1995,Joel Luecht
12734,The Doom Generation,1995,James Duval
12734,The Doom Generation,1995,Rose McGowan
12734,The Doom Generation,1995,Cress Williams
13364,Crossing Guard,1995,Jack Nicholson
13364,Crossing Guard,1995,David Morse
13364,Crossing Guard,1995,Anjelica Huston
45318,Fiesta,1995,Grégoire Colin
45318,Fiesta,1995,Alain Doutey
45318,Fiesta,1995,Marc Lavoine
12058,Crooklyn,1995,Alfre Woodard
12058,Crooklyn,1995,Delroy Lindo
12058,Crooklyn,1995,David Patrick Kelly
13056,Les Freres McMullen,1995,Edward Burns
13056,Les Freres McMullen,1995,Jack Mulcahy
13056,Les Freres McMullen,1995,Michael McGlone
13283,Kids,1995,Leo Fitzpatrick
13283,Kids,1995,Chloë Sevigny
13283,Kids,1995,Justin Pierce
13342,"Pocahontas, une légende indienne",1995,Mathilda May
13342,"Pocahontas, une légende indienne",1995,Irene Bedard
13342,"Pocahontas, une légende indienne",1995,Michel Papineschi
13426,Johnny Mnemonic,1995,Keanu Reeves
13426,Johnny Mnemonic,1995,Ice-T
13426,Johnny Mnemonic,1995,Dolph Lundgren
28334,Clockers,1995,Harvey Keitel
28334,Clockers,1995,John Turturro
28334,Clockers,1995,Delroy Lindo
13258,Douce France,1995,Frédéric Diefenthal
13258,Douce France,1995,Lionel Abelanski
13258,Douce France,1995,Saida Bekkouche
13392,Madame Butterfly,1995,Ying Huang
13392,Madame Butterfly,1995,Richard Troxell
13392,Madame Butterfly,1995,Ning Liang
8520,La Chanteuse de pansori,1995,Kim Myung-Gon
8520,La Chanteuse de pansori,1995,Jung-hae Oh
8520,La Chanteuse de pansori,1995,Kim Kyu-Chul
192918,L'homme aux semelles de vent,1995,Laurent Malet
192918,L'homme aux semelles de vent,1995,Florence Pernel
192918,L'homme aux semelles de vent,1995,Jacques Bonnaffé
31314,Amour et mensonges,1995,Julia Roberts
31314,Amour et mensonges,1995,Dennis Quaid
31314,Amour et mensonges,1995,Robert Duvall
33919,Jade,1995,David Caruso
33919,Jade,1995,Linda Fiorentino
33919,Jade,1995,Chazz Palminteri
67375,Au beau milieu de l'hiver,1995,Richard Briers
67375,Au beau milieu de l'hiver,1995,Julia Sawalha
67375,Au beau milieu de l'hiver,1995,Joan Collins
131226,Ranpo jigoku,1995,Naoto Takenaka
131226,Ranpo jigoku,1995,Masahiro Motoki
131226,Ranpo jigoku,1995,Michiko Hada
13499,L'Amour meurtri,1995,Anna Bonaiuto
13499,L'Amour meurtri,1995,Angela Luce
13499,L'Amour meurtri,1995,Gianni Cajafa
13565,Le bonheur est dans le pré,1995,Michel Serrault
13565,Le bonheur est dans le pré,1995,Eddy Mitchell
13565,Le bonheur est dans le pré,1995,Sabine Azéma
13547,Prête à tout,1995,Nicole Kidman
13547,Prête à tout,1995,Matt Dillon
13547,Prête à tout,1995,Casey Affleck
13564,Super Noël,1995,Judge Reinhold
13564,Super Noël,1995,Tim Allen
13564,Super Noël,1995,Peter Boyle
13427,Search and Destroy,1995,Griffin Dunne
13427,Search and Destroy,1995,Illeana Douglas
13427,Search and Destroy,1995,Robert Knepper
12566,Le Ballon blanc,1995,Aida Mohammadkhani
12566,Le Ballon blanc,1995,Mohsen Kafili
12566,Le Ballon blanc,1995,Fereshteh Sadr Orfani
12588,Conte des trois diamants,1995,Makram Khoury
12588,Conte des trois diamants,1995,Mohammad Bakri
12588,Conte des trois diamants,1995,Mohammad Nahhal
13402,Les trois frères,1995,Didier Bourdon
13402,Les trois frères,1995,Bernard Campan
13402,Les trois frères,1995,Pascal Légitimus
13086,Smoke,1995,Harvey Keitel
13086,Smoke,1995,William Hurt
13086,Smoke,1995,Stockard Channing
28257,Le Président et Miss Wade,1995,Michael Douglas
28257,Le Président et Miss Wade,1995,Annette Bening
28257,Le Président et Miss Wade,1995,Martin Sheen
13507,Des anges et des insectes,1995,Douglas Henshall
13507,Des anges et des insectes,1995,Kristin Scott Thomas
13507,Des anges et des insectes,1995,Patsy Kensit
39926,L'Indien du placard,1995,Hal Scardino
39926,L'Indien du placard,1995,Litefoot
39926,L'Indien du placard,1995,Lindsay Crouse
13665,GoldenEye,1995,Pierce Brosnan
13665,GoldenEye,1995,Sean Bean
13665,GoldenEye,1995,Izabella Scorupco
12839,Les Apprentis,1995,François Cluzet
12839,Les Apprentis,1995,Guillaume Depardieu
12839,Les Apprentis,1995,Judith Henry
12579,L'Amérique des autres,1995,Tom Conti
12579,L'Amérique des autres,1995,Predrag 'Miki' Manojlovic
12579,L'Amérique des autres,1995,María Casares
13667,L'Enfant des neiges,1995,Nicolas Vanier
13667,L'Enfant des neiges,1995,Diane Vanier
13667,L'Enfant des neiges,1995,Montaine
13764,Lumière et compagnie,1995,Pernilla August
13764,Lumière et compagnie,1995,Romane Bohringer
13764,Lumière et compagnie,1995,Marc Chapiteau
31000,Le Cercle des amies,1995,Minnie Driver
31000,Le Cercle des amies,1995,Geraldine O'Rawe
31000,Le Cercle des amies,1995,Saffron Burrows
13384,Le maître des éléphants,1995,Jacques Dutronc
13384,Le maître des éléphants,1995,Erwan Baynaud
13384,Le maître des éléphants,1995,Sotigui Kouyate
45029,Faut pas rire du bonheur,1995,Bernard-Pierre Donnadieu
45029,Faut pas rire du bonheur,1995,Philippe Nahon
45029,Faut pas rire du bonheur,1995,Laura Morante
13573,En avoir (ou pas),1995,Sandrine Kiberlain
13573,En avoir (ou pas),1995,Arnaud Giovaninetti
13573,En avoir (ou pas),1995,Roschdy Zem
13765,Dead Man,1996,Johnny Depp
13765,Dead Man,1996,Gary Farmer
13765,Dead Man,1996,Crispin Glover
13588,N'oublie pas que tu vas mourir,1996,Xavier Beauvois
13588,N'oublie pas que tu vas mourir,1996,Chiara Mastroianni
13588,N'oublie pas que tu vas mourir,1996,Roschdy Zem
12874,Brooklyn Boogie,1996,Harvey Keitel
12874,Brooklyn Boogie,1996,Giancarlo Esposito
12874,Brooklyn Boogie,1996,Jared Harris
13106,Martha,1996,Karlheinz Böhm
13106,Martha,1996,Margit Carstensen
13106,Martha,1996,Peter Chatel
59062,White Man,1996,Alexis Arquette
59062,White Man,1996,Carrie Snodgress
59062,White Man,1996,Michael Beach
29565,Grand Nord,1996,Christophe Lambert
29565,Grand Nord,1996,James Caan
29565,Grand Nord,1996,Catherine McCormack
13804,Showgirls,1996,Elizabeth Berkley
13804,Showgirls,1996,Kyle MacLachlan
13804,Showgirls,1996,Gina Gershon
13800,Le Diable en robe bleue,1996,Denzel Washington
13800,Le Diable en robe bleue,1996,Tom Sizemore
13800,Le Diable en robe bleue,1996,Jennifer Beals
12912,Butterfly kiss,1996,Saskia Reeves
12912,Butterfly kiss,1996,Amanda Plummer
12912,Butterfly kiss,1996,Kathy Jamieson
31488,C'est jamais loin,1996,Jean-Louis Trintignant
31488,C'est jamais loin,1996,Bernard Le Coq
31488,C'est jamais loin,1996,Marie Caries
32271,Programmé pour tuer,1996,Denzel Washington
32271,Programmé pour tuer,1996,Kelly Lynch
32271,Programmé pour tuer,1996,Russell Crowe
13830,Money Train,1996,Wesley Snipes
13830,Money Train,1996,Woody Harrelson
13830,Money Train,1996,Jennifer Lopez
39492,A chacun sa guerre,1996,Kevin Costner
39492,A chacun sa guerre,1996,Elijah Wood
39492,A chacun sa guerre,1996,Mare Winningham
13801,No Sex Last Night,1996,Sophie Calle
13801,No Sex Last Night,1996,Greg Shephard
13829,Fair Game,1996,William Baldwin
13829,Fair Game,1996,Cindy Crawford
13829,Fair Game,1996,Steven Berkoff
31429,Confidences à un inconnu,1996,Sandrine Bonnaire
31429,Confidences à un inconnu,1996,William Hurt
31429,Confidences à un inconnu,1996,Jerzy Radziwilowicz
14061,Li,1996,Stephen Rea
14061,Li,1996,Ling Chu
14061,Li,1996,Adrian Brine
13871,Par-delà les nuages,1996,Fanny Ardant
13871,Par-delà les nuages,1996,John Malkovich
13871,Par-delà les nuages,1996,Sophie Marceau
34198,"XY, drôle de conception",1996,Olivier Soler
34198,"XY, drôle de conception",1996,Clémentine Célarié
34198,"XY, drôle de conception",1996,Patrick Braoudé
32734,Ma femme me quitte,1996,Michel Boujenah
32734,Ma femme me quitte,1996,Miou-Miou
32734,Ma femme me quitte,1996,Thierry Lhermitte
13845,Les Liens du souvenir,1996,Andie MacDowell
13845,Les Liens du souvenir,1996,John Turturro
13845,Les Liens du souvenir,1996,Michael Richards
13857,Denise au téléphone,1996,Tim Daly
13857,Denise au téléphone,1996,Caroleen Feeney
13857,Denise au téléphone,1996,Dan Gunther
13954,Mondo,1996,Schahla Aalam
13954,Mondo,1996,Jerry Smith
13954,Mondo,1996,Maurice Maurin
13892,Seven,1996,Brad Pitt
13892,Seven,1996,Morgan Freeman
