allocine_id,titre,titre_original,annee,tmdb_id,imdb_id,tmdb_titre,tmdb_titre_original,tmdb_annee,match_score,match_type
178190,Albert Nobbs,"",2012,73873,tt1602098,Albert Nobbs,Albert Nobbs,2011,0.96,excellent
184984,Au Pays du Sang et du Miel,In the Land of Blood and Honey,2012,79777,tt1714209,Au pays du sang et du miel,In the Land of Blood and Honey,2011,0.96,excellent
196310,Portrait au crépuscule,Portret v sumerkakh,2012,85495,tt2043962,Portrait au Crépuscule,Портрет в сумерках,2011,0.96,excellent
193104,Bovines,"",2012,169877,tt1961210,Bovines,Bovines,2012,1,excellent
189184,La mer à boire,"",2012,115523,tt1860260,La Mer à boire,La Mer à boire,2012,1,excellent
188959,L'Oeil de l'astronome,"",2012,147858,tt1772949,L'Œil de l'astronome,L'Œil de l'astronome,2012,1,excellent
193116,Ingrid Jonker,Black Butterflies,2012,72049,tt0906778,Ingrid Jonker,Black Butterflies,2011,0.96,excellent
200598,"Ulysse, souviens-toi !",Keyhole,2012,93084,tt1674775,"Ulysse, souviens-toi !",Keyhole,2011,0.96,excellent
202777,The Chemical Brothers: Don't Think,"",2012,97933,tt2137916,The Chemical Brothers: Don't Think,The Chemical Brothers: Don't Think,2012,1,excellent
203060,Un goût de romance,A Taste of Romance,2012,85887,tt1849868,Un goût de romance,A Taste of Romance,2012,1,excellent
205388,Cicatrices,"",2012,,"","","",,,aucun
179838,Extrêmement fort et incroyablement près,Extremely Loud And Incredibly Close,2012,64685,tt0477302,Extrêmement fort & incroyablement près,Extremely Loud & Incredibly Close,2011,0.882,bon
191442,Les Infidèles,"",2012,89899,tt2087850,Les infidèles,Les infidèles,2012,1,excellent
177500,Le Territoire des Loups,The Grey,2012,75174,tt1601913,Le Territoire des loups,The Grey,2012,1,excellent
192866,"Oslo, 31 août","Oslo, 31. August",2012,75233,tt1736633,"Oslo, 31 août","Oslo, 31. august",2011,0.96,excellent
193099,Ce qu'il restera de nous,"",2012,469040,tt2278889,Ce qu'il restera de nous,Ce qu'il restera de nous,2012,1,excellent
185291,Martha Marcy May Marlene,"",2012,50837,tt1441326,Martha Marcy May Marlene,Martha Marcy May Marlene,2011,0.96,excellent
187641,L'Hiver dernier,"",2012,99880,tt1810798,L'Hiver dernier,L'Hiver dernier,2012,1,excellent
193124,Rives,"",2012,103731,tt1935179,Mud - Sur les rives du Mississippi,Mud,2013,0.602,faible
179140,En terrains connus,"",2012,76226,tt1671457,En terrains connus,En terrains connus,2011,0.96,excellent
191999,De mémoires d'ouvriers,"",2012,534667,tt2231167,De mémoires d'ouvriers,De mémoires d'ouvriers,2012,1,excellent
197462,Norma (UGC Viva l'Opéra),"",2012,,"","","",,,aucun
178389,Possessions,"",2012,529258,tt2290597,Possessions,Possessions,2012,1,excellent
193463,A l'aveugle,"",2012,93840,tt1959346,À l'aveugle,À l'aveugle,2012,1,excellent
193511,Comme un Chef,"",2012,85872,tt1911553,Comme un chef,Comme un chef,2012,1,excellent
137263,John Carter,"",2012,49529,tt0401729,John Carter,John Carter,2012,1,excellent
191021,Elena,"",2012,78182,tt1925421,Elena,Елена,2011,0.96,excellent
196515,Hasta la vista,"",2012,76451,tt1753887,Hasta La Vista,Hasta la Vista,2011,0.96,excellent
56622,Indignados,"",2012,121558,tt2077788,Indignados,Indignados,2012,1,excellent
192650,Nos plus belles vacances,"",2012,93847,tt2153905,Nos plus belles vacances,Nos plus belles vacances,2012,1,excellent
2526,Le Port de la drogue,Pickup on South Street,2012,,"","","",,,aucun
10012,Amour libre,Käpy Selän Alla,2012,,"","","",,,aucun
128142,"Fengming, Chronique d'une femme chinoise","Fengming, a Chinese Memoir",2012,,"","","",,,aucun
177535,Apart Together,Tuan Yuan,2012,,"","","",,,aucun
197705,A l'ombre de la république,"",2012,224499,tt1915534,À l'ombre de la République,À l'ombre de la République,2012,1,excellent
202753,Au Coeur du combat,"",2012,577179,tt2287639,Au coeur du combat,Au coeur du combat,2012,1,excellent
57673,Metallica: Some Kind of Monster,"",2012,,"","","",,,aucun
185031,Projet X,Project X,2012,57214,tt1636826,Projet X,Project X,2012,1,excellent
179102,Cloclo,"",2012,85870,tt2076176,Cloclo,Cloclo,2012,1,excellent
183556,La Dame en noir,The Woman In Black,2012,65086,tt1596365,La Dame en noir,The Woman in Black,2012,1,excellent
188408,38 témoins,"",2012,95191,tt1817286,38 témoins,38 témoins,2012,1,excellent
197766,Entre Les Bras - La cuisine en héritage,"",2012,,"","","",,,aucun
192315,30° Couleur,"",2012,127489,tt2113587,30° Couleur,30° Couleur,2012,1,excellent
180581,"Bi, n'aie pas peur !","Bi, dung so!",2012,52255,tt1517160,"Bi, n'aie pas peur !","Bi, đừng sợ!",2011,0.96,excellent
190372,Le Paradis des bêtes,"",2012,148596,tt2194607,Le Paradis des bêtes,Le Paradis des bêtes,2012,1,excellent
185346,Le Fossé,Jiabiangou,2012,91067,tt1723112,Le Fossé,夹边沟,2011,0.96,excellent
193028,Nouveau Souffle,Atmen,2012,82941,tt1680679,Nouveau souffle,Atmen,2011,0.96,excellent
203934,"Les Mauvais jours finiront, 40 ans de justice en France","",2012,,"","","",,,aucun
192769,Terraferma,"",2012,73872,tt1641410,Terraferma,Terraferma,2011,0.96,excellent
195497,Alois Nebel,"",2012,86819,tt1374985,Alois Nebel,Alois Nebel,2011,0.96,excellent
145083,Hunger Games,The Hunger Games,2012,70160,tt1392170,Hunger Games,The Hunger Games,2012,1,excellent
178074,Target,This Means War,2012,59962,tt1596350,Target,This Means War,2012,1,excellent
145069,Torpédo,"",2012,124706,tt1891968,Torpédo,Torpédo,2012,1,excellent
189188,Les Adieux à la reine,"",2012,99579,tt1753813,Les Adieux à la reine,Les Adieux à la reine,2012,1,excellent
201859,Normal !,"",2012,609353,tt2183864,Normal,Normal,2012,1,excellent
179626,Eva,"",2012,77561,tt1298554,Eva,EVA,2011,0.96,excellent
134859,Bye Bye Blondie,"",2012,134781,tt1688064,Bye Bye Blondie,Bye Bye Blondie,2012,1,excellent
194620,L'Oncle Charles,"",2012,119281,tt2095685,L'Oncle Charles,L'Oncle Charles,2012,1,excellent
140497,Aurora,"",2012,133764,tt2208216,Vanishing Waves,Aurora,2012,1,excellent
191456,Bellflower,"",2012,58699,tt1242599,Bellflower,Bellflower,2011,0.96,excellent
195619,La Mouette,Chayka,2012,1353988,"",La Mouette,La Mouette,2012,1,excellent
201443,30 Beats,"",2012,109416,tt1484521,30 Beats,30 Beats,2012,1,excellent
200435,Hénaut Président,"",2012,221189,tt2205517,Hénaut Président,Hénaut Président,2012,1,excellent
185557,Ulysse clandestin ou les dérives identitaires,"",2012,,"","","",,,aucun
193546,Y'a pire ailleurs,"",2012,577468,tt2082512,Y'a pire ailleurs,Y'a pire ailleurs,2012,1,excellent
202920,Mains Brunes sur la ville,"",2012,453047,tt2261823,Mains brunes sur la ville,Mains brunes sur la ville,2012,1,excellent
204249,Sotchi 255,"",2012,577457,tt1714724,Sotchi 255,Sotchi 255,2012,1,excellent
193027,Busong,"",2012,110953,tt1906344,Busong,Busong,2012,1,excellent
203530,"I, Superbiker",I Superbiker,2012,67803,tt1828984,"I, Superbiker","I, Superbiker",2011,0.96,excellent
136552,The Hole,"",2012,100540,tt1727373,The Kill Hole,The Kill Hole,2012,0.847,incertain
181289,La Colère des Titans,Clash of the Titans 2: Wrath of the Titans,2012,57165,tt1646987,La Colère des Titans,Wrath of the Titans,2012,1,excellent
129372,Mince alors !,"",2012,121730,tt2210823,Mince Alors !,Mince alors !,2012,1,excellent
172758,Perfect Sense,"",2012,51999,tt1439572,Perfect Sense,Perfect Sense,2011,0.96,excellent
43118,"Les Pirates ! Bons à rien, Mauvais en tout",The Pirates! Band of Misfits,2012,72197,tt1430626,"Les Pirates ! Bons à rien, mauvais en tout",The Pirates! In an Adventure with Scientists!,2012,1,excellent
196531,Week-end,Weekend,2012,341708,tt5167782,WEEKEND,ウィークエンド,2012,1,excellent
196057,Le Policier,Ha-shoter,2012,96888,tt1978447,Le policier,השוטר,2012,1,excellent
178188,2 Days In New York,"",2012,84165,tt1602472,2 Days in New York,2 Days in New York,2012,1,excellent
142078,Rondo,"",2012,12693,tt1891894,Rondo,Rondo,2012,1,excellent
191132,"Water, le pouvoir secret de l’eau",Water,2012,314137,tt2359435,Water,Water,2012,1,excellent
179438,Young Adult,"",2012,57157,tt1625346,Young Adult,Young Adult,2011,0.96,excellent
138567,La Forteresse,"",2012,79935,tt1558575,B17 : la forteresse volante,Fortress,2012,0.864,bon
185872,Marieke,"Marieke, Marieke",2012,150022,tt1756616,Marieke,"Marieke, Marieke",2010,0.9,bon
190787,La Terre outragée,"",2012,99389,tt1555084,La Terre outragée,La terre outragée,2012,1,excellent
193060,La vida útil,"",2012,81523,tt1719497,La vida útil,La vida útil,2010,0.9,bon
201563,Au Prochain Printemps,"",2012,221178,tt2023574,Au prochain printemps,Au prochain printemps,2012,1,excellent
3177,Train de nuit,Pociag,2012,11893,tt0089941,Runaway Train,Runaway Train,1985,0.478,faible
137275,"Rétention de sûreté, Une peine infinie","",2012,,"","","",,,aucun
196063,Vol spécial,"",2012,263253,tt2075378,Vol spécial,Vol spécial,2011,0.96,excellent
208324,"Notre-Dame-des-Landes, au cœur de la lutte","",2012,,"","","",,,aucun
193490,Ptérodactyles 3D : Dans le ciel des dinosaures,Flying Monsters 3D with David Attenborough,2012,46060,tt1777610,Ptérodactyles : Dans le ciel des dinosaures,Flying Monsters 3D with David Attenborough,2011,0.96,excellent
174738,Sur la piste du Marsupilami,"",2012,102207,tt1723642,Sur la piste du Marsupilami,Sur la piste du Marsupilami,2012,1,excellent
176326,My Week with Marilyn,"",2012,75900,tt1655420,My Week with Marilyn,My Week with Marilyn,2011,0.96,excellent
191181,Aux yeux de tous,"",2012,98277,tt2106321,Aux yeux de tous,Aux yeux de tous,2012,1,excellent
175254,[REC]³ Génesis,"",2012,80280,tt1649444,[REC]³ : Génesis,[REC]³ Génesis,2012,1,excellent
108341,The Plague Dogs,"",2012,30060,tt0084509,The Plague Dogs,The Plague Dogs,1982,0.8,incertain
192189,Le Fils de l'autre,"",2012,125623,tt2073016,Le Fils de l'autre,Le Fils de l'autre,2012,1,excellent
134273,Fantômes et Cie,The Great Ghost Rescue,2012,75862,tt1185244,Fantômes et Cie,The Great Ghost Rescue,2011,0.96,excellent
186161,Low Life,"",2012,103375,tt1784515,Low Life,Low Life,2012,1,excellent
189393,A moi seule,"",2012,139159,tt2194497,À moi seule,À moi seule,2012,1,excellent
199468,Réussir sa vie,"",2012,346781,tt2279245,Réussir sa vie,Réussir sa vie,2012,1,excellent
4082,Colonel Blimp,The Life and Death of Colonel Blimp,2012,,"","","",,,aucun
192884,Pour lui,Halt auf freier Strecke,2012,78313,tt1780856,Pour Lui,Halt auf freier Strecke,2011,0.96,excellent
203813,Echangeriez-vous votre voiture contre deux Trabant ?,"",2012,577189,tt2337931,Échangeriez-vous votre voiture contre deux Trabant?,Échangeriez-vous votre voiture contre deux Trabant?,2012,1,excellent
146472,Le Juif qui négocia avec les nazis,Killing Kasztner,2012,54720,tt1038913,Le Juif qui négocia avec les nazis,Killing Kasztner,2008,0.8,incertain
201028,La Nuit Nomade,"",2012,222566,tt2338047,La Nuit Nomade,La Nuit Nomade,2012,1,excellent
203106,L'Affaire Chebeya - Un Crime d'Etat ?,"",2012,222571,tt2279071,"L'affaire Chebeya, un crime d'Etat?","L'affaire Chebeya, un crime d'Etat?",2012,1,excellent
203877,"Universités, le Grand Soir","",2012,,"","","",,,aucun
147841,Turandot (UGC Viva l'Opéra),"",2012,,"","","",,,aucun
203357,Madame Butterfly 3D (Côté diffusion),"",2012,,"","","",,,aucun
196255,Radiostars,"",2012,100830,tt2104080,Radiostars,Radiostars,2012,1,excellent
146628,Battleship,"",2012,44833,tt1440129,Battleship,Battleship,2012,1,excellent
185932,Blanche Neige,Mirror Mirror,2012,62764,tt1667353,Blanche Neige,Mirror Mirror,2012,1,excellent
193908,Plan de table,"",2012,130987,tt2062990,Plan de table,Plan de table,2012,1,excellent
187192,Twixt,"",2012,78381,tt1756851,Twixt,Twixt,2011,0.96,excellent
191015,I Wish,Kiseki,2012,79382,tt1650453,I Wish - Nos vœux secrets,奇跡,2011,0.76,incertain
203784,Je suis,"",2012,653354,tt2372297,Je ne suis personne,Je ne suis personne,2012,0.832,incertain
189959,A Pas de Loup,"",2012,130370,tt1810520,À pas de loup,À pas de loup,2011,0.96,excellent
134931,"Les Muppets, le retour",The Muppets,2012,64328,tt1204342,"Les Muppets, le retour",The Muppets,2011,0.96,excellent
196081,Nana,"",2012,89902,tt2034060,Nana,Nana,2011,0.96,excellent
203751,Les Nouvelles aventures de Capelito,"",2012,534664,"",Les Nouvelles aventures de Capelito,The new adventures of Capelito,2012,1,excellent
192860,Trabalhar Cansa,"",2012,96001,tt1686328,Trabalhar Cansa,Trabalhar Cansa,2011,0.96,excellent
195440,Le Fils du marchand d'olives,"",2012,323080,tt1729572,Le Fils du marchand d'olives,Le Fils du marchand d'olives,2010,0.9,bon
203683,Chez Léon Coiffure,"",2012,800972,tt1873543,Chez Léon Coiffure,Chez Léon Coiffure,2012,1,excellent
203882,Réfutations I,"",2012,,"","","",,,aucun
182075,Nouveau Départ,We Bought A Zoo,2012,74465,tt1389137,Nouveau départ,We Bought a Zoo,2011,0.96,excellent
178187,Lock Out,Lockout,2012,81796,tt1592525,Lock Out,Lockout,2012,1,excellent
189350,L'Amour et rien d'autre,Über uns das All,2012,98612,tt1813774,L'Amour et rien d'autre,Über uns das All,2011,0.96,excellent
189955,Viva Riva !,"",2012,63946,tt1723120,Viva Riva!,Viva Riva!,2010,0.9,bon
194578,Cap Nord,"",2012,255619,tt1132579,Cap Nord,Cap Nord,2012,1,excellent
196367,Rock'N'Love,You Instead,2012,94478,tt1672845,Rock'N'Love,You Instead,2011,0.96,excellent
177097,Les Fraises des bois,"",2012,187918,tt1833735,Les fraises des bois,Les fraises des bois,2012,1,excellent
146328,Miracle en Alaska,Big Miracle,2012,78698,tt1430615,Miracle en Alaska,Big Miracle,2012,1,excellent
190774,L'Enfant d'en Haut,"",2012,102000,tt2062969,L'enfant d'en haut,L'enfant d'en haut,2012,1,excellent
199926,La Martinique aux martiniquais - L'Affaire de l'Ojam,"",2012,800979,tt1986884,"La Martinique aux Martiniquais, l'affaire de l'OJAM","La Martinique aux Martiniquais, l'affaire de l'OJAM",2012,1,excellent
204704,Claude Autant-Lara : L'Oeil du Diable,"",2012,,"","","",,,aucun
191188,Le dernier vol du flamant rose,The Last flight of the flamingo,2012,,"","","",,,aucun
196860,Le Temps dure longtemps,Gelecek Uzun Sürer,2012,79682,tt2033997,Le temps dure longtemps,Gelecek Uzun Sürer,2011,0.96,excellent
199416,Macbeth (Côté Diffusion),"",2012,,"","","",,,aucun
210059,Hansel et Gretel (UGC Viva l'Opéra - FRA Cinéma),"",2012,,"","","",,,aucun
130440,Avengers,The Avengers,2012,24428,tt0848228,Avengers,The Avengers,2012,1,excellent
188448,Le Prénom,"",2012,112198,tt2179121,Le Prénom,Le Prénom,2012,1,excellent
195874,Les Vacances de Ducobu,"",2012,103327,tt2011961,Les Vacances de Ducobu,Les Vacances de Ducobu,2012,1,excellent
188595,Tyrannosaur,"",2012,76543,tt1204340,Tyrannosaur,Tyrannosaur,2011,0.96,excellent
192980,Avé,"",2012,88534,tt1833647,Avé,Avé,2012,1,excellent
195761,Nino une adolescence imaginaire de Nino Ferrer,"",2012,227543,tt1873586,Nino (Une adolescence imaginaire de Nino Ferrer),Nino (Une adolescence imaginaire de Nino Ferrer),2012,1,excellent
200332,SüperTürk,"",2012,138725,tt2262183,SüperTürk,SüperTürk,2012,1,excellent
191624,Les Vieux chats,Gatos Viejos,2012,112555,tt1683466,Les Vieux chats,Gatos viejos,2010,0.9,bon
197252,Querelles,Mourning,2012,105017,tt1855282,Querelles,Soog,2011,0.96,excellent
195414,Impunité,"Impunity - Kolumbien, ein Land im Krieg",2012,132906,tt2057966,Impunité,Impunity,2010,0.9,bon
197185,Tue-moi,Töte mich,2012,110182,tt1789091,Tue moi,Töte mich,2012,1,excellent
198047,I Giorni contati (Les Jours comptés),I Giorni contati,2012,,"","","",,,aucun
199647,Kedach ethabni (How big is your love),Kedach ethabni,2012,343348,tt1986047,Kedach Ethabni (How big is your love),How Big Is Your Love?,2011,0.96,excellent
181773,Margin Call,"",2012,50839,tt1615147,Margin Call,Margin Call,2011,0.96,excellent
137973,La Cabane dans les bois,The Cabin in the Woods,2012,22970,tt1259521,La Cabane dans les bois,The Cabin in the Woods,2012,1,excellent
200727,Barbara,"",2012,88284,tt2178941,Barbara,Barbara,2012,1,excellent
140288,Sans Issue,The Cold Light of Day,2012,77948,tt1366365,Sans issue,The Cold Light of Day,2012,1,excellent
188521,American Pie 4,American Reunion,2012,71552,tt1605630,American Pie 4,American Reunion,2012,1,excellent
43029,Milliardaire pour un jour,Pocketful of Miracles,2012,,"","","",,,aucun
186007,Le Jour où je l'ai rencontrée,The Art of Getting By,2012,64678,tt1645080,Le Jour où je l'ai rencontrée,The Art of Getting By,2011,0.96,excellent
192858,Miss Bala,"",2012,77635,tt1911600,Miss Bala,Miss Bala,2011,0.96,excellent
197678,Dépression et des Potes,"",2012,103344,tt2336259,Dépression et des potes,Dépression et des Potes,2012,1,excellent
192983,Walk away Renée,Walk away Renee,2012,97572,tt1844822,Walk Away Renée,Walk Away Renee,2011,0.96,excellent
193425,La Rizière,"",2012,105991,tt2014268,La Rizière,La Rizière,2012,1,excellent
196676,Babycall,"",2012,75229,tt1595833,Babycall,Babycall,2011,0.96,excellent
183695,Le Secret de l'enfant fourmi,"",2012,139418,tt1988695,Le Secret de l'enfant fourmi,Le Secret de l'enfant fourmi,2012,1,excellent
40669,Haut les mains !,Rece Do Góry,2012,154399,tt0062181,Haut les mains !,Ręce do góry,1985,0.8,incertain
198432,Il cuore grande delle ragazze (Le Grand Coeur des femmes),Il cuore grande delle ragazze,2012,78862,tt1841653,Il cuore grande delle ragazze (Le grand cœur des femmes),Il cuore grande delle ragazze,2011,0.96,excellent
173982,La Cerise sur le gâteau,"",2012,109154,tt1846612,La Cerise sur le gâteau,La Cerise sur le Gâteau,2012,1,excellent
206711,Ma soeur mon amour,Syskonbädd 1782,2012,,"","","",,,aucun
184820,Le Barbier de Seville (UGC Viva l'Opéra),"",2012,,"","","",,,aucun
130298,Dark Shadows,"",2012,62213,tt1077368,Dark Shadows,Dark Shadows,2012,1,excellent
193489,Chroniques sexuelles d'une famille d'aujourd'hui,"",2012,112160,tt1753584,Chroniques sexuelles d'une famille d'aujourd'hui,Chroniques sexuelles d'une famille d'aujourd'hui,2012,1,excellent
186338,Indian Palace,The Best Exotic Marigold Hotel,2012,74534,tt1412386,Indian Palace,The Best Exotic Marigold Hotel,2012,1,excellent
190229,Maman,"",2012,106741,tt2357201,Maman,Maman,2012,1,excellent
178189,W.E.,"",2012,80591,tt1536048,W.E.,W.E.,2011,0.96,excellent
195034,Street Dance 2 [3D],"",2012,85373,tt1718903,StreetDance 2,StreetDance 2,2012,0.876,bon
196577,"Sea, No Sex and Sun","",2012,,"","","",,,aucun
201460,Chercher le garçon,"",2012,138859,tt2368679,Chercher le garçon,Chercher le garçon,2012,1,excellent
195869,Saya Zamurai,"",2012,80801,tt1748278,Saya Zamuraï,さや侍,2011,0.96,excellent
196549,The Theatre Bizarre,"",2012,83727,tt1763316,The theatre bizarre,The Theatre Bizarre,2011,0.96,excellent
188253,11 fleurs,Wo 11,2012,98232,tt2042432,11 fleurs,我11,2012,1,excellent
186425,Le Chemin noir,"",2012,232932,tt1442625,Le chemin noir,Le chemin noir,2012,1,excellent
199417,Cosi fan tutte (Côté Diffusion),"",2012,,"","","",,,aucun
191009,11 fleurs,Wo 11,2012,98232,tt2042432,11 fleurs,我11,2012,1,excellent
203676,Disparaissez les ouvriers !,"",2012,665604,tt2390249,"Disparaissez, les ouvriers !","Disparaissez, les ouvriers !",2012,1,excellent
187864,Moonrise Kingdom,"",2012,83666,tt1748122,Moonrise Kingdom,Moonrise Kingdom,2012,1,excellent
184864,Je te promets - The Vow,The Vow,2012,72570,tt1606389,Je te promets,The Vow,2012,1,excellent
188159,Contrebande,Contraband,2012,77866,tt1524137,Contrebande,Contraband,2012,1,excellent
131378,Mille Mots,A Thousand Words,2012,72358,tt0763831,Mille mots,A Thousand Words,2012,1,excellent
191644,The Day He Arrives (Matins calmes à Séoul),Book chon bang hyang,2012,85525,tt1922561,The Day He Arrives (Matins calmes à Séoul),북촌방향,2011,0.96,excellent
146793,Falling From Earth,"",2012,577190,tt1252287,Falling from Earth,Falling from Earth,2007,0.8,incertain
189141,Norman Foster,"How Much Does Your Building Weigh, Mr Foster?",2012,75182,tt1620785,Norman Foster,"How Much Does Your Building Weigh, Mr Foster?",2010,0.9,bon
199411,La fille mal gardée (Côté Diffusion),"",2012,,"","","",,,aucun
203685,On est là!,"",2012,513168,tt2398205,On est là !,On est là !,2012,1,excellent
172976,De rouille et d'os,"",2012,97365,tt2053425,De rouille et d'os,De rouille et d'os,2012,1,excellent
206660,Fogo,"",2012,136409,tt2147374,Fogo,Fogo,2012,1,excellent
181593,Sur la route,On The Road,2012,83770,tt0337692,Sur la route,On the Road,2012,1,excellent
139622,Men In Black III,"",2012,41154,tt1409024,Men in Black III,Men in Black 3,2012,1,excellent
190351,Disparue,Gone,2012,79548,tt1838544,Disparue,Gone,2012,1,excellent
179025,Familystrip,"",2012,98383,tt1512835,Familystrip,Familystrip,2009,0.8,incertain
177548,Memories Corner,"",2012,172271,tt1582225,Memories Corner,Memories Corner,2011,0.96,excellent
142086,Derniers jours à Jérusalem,Tanathur,2012,226305,tt2044013,Derniers jours à Jérusalem,Tanathur,2012,1,excellent
143756,Cosmopolis,"",2012,49014,tt1480656,Cosmopolis,Cosmopolis,2012,1,excellent
141564,Prometheus,"",2012,70981,tt1446714,Prometheus,Prometheus,2012,1,excellent
193512,Les Femmes du Bus 678,678,2012,85441,tt1764141,Les femmes du bus 678,٦٧٨,2010,0.9,bon
194479,7 jours à la Havane,7 días en la Habana,2012,94904,tt1797348,7 jours à la Havane,7 días en La Habana,2012,1,excellent
188106,Almanya,Almanya - Willkommen in Deutschland,2012,63849,tt1630027,Almanya,Almanya - Willkommen in Deutschland,2011,0.96,excellent
192221,"Peace, Love et plus si affinités",Wanderlust,2012,50647,tt1655460,"Peace, love et plus si affinités",Wanderlust,2012,1,excellent
44899,Attaque !,Attack,2012,121791,tt0787442,L'attentat,The Attack,2012,0.849,incertain
202686,Woody Allen: A Documentary,"",2012,81167,tt1895299,Woody Allen - A Documentary,Woody Allen: A Documentary,2011,0.96,excellent
208020,Mademoiselle Julie,"",2012,,"","","",,,aucun
204750,Je fais feu de tout bois,"",2012,215320,tt2165166,Je fais feu de tout bois,Je fais feu de tout bois,2012,1,excellent
205745,Bleu Pétrole,"",2012,619008,tt2400299,Bleu pétrole,Bleu pétrole,2012,1,excellent
49775,21 Jump Street,"",2012,64688,tt1232829,21 Jump Street,21 Jump Street,2012,1,excellent
195334,Le Grand soir,"",2012,70793,tt2008562,Le Grand Soir,Le Grand Soir,2012,1,excellent
146915,"Madagascar 3, Bons Baisers D’Europe",Madagascar 3: Europe's Most Wanted,2012,80321,tt1277953,Madagascar 3 : Bons baisers d'Europe,Madagascar 3: Europe's Most Wanted,2012,1,excellent
207243,Le Serment de Tobrouk,"",2012,222812,tt2399531,Le serment de Tobrouk,Le serment de Tobrouk,2012,1,excellent
190926,Couleur de peau: Miel,"",2012,137695,tt1621766,Couleur de peau : Miel,Couleur de peau : Miel,2012,1,excellent
135535,Arrête de pleurer Pénélope,"",2012,49889,tt2399499,Arrête de pleurer Pénélope,Arrête de pleurer Pénélope,2012,1,excellent
201630,Une Seconde Femme,Kuma,2012,133250,tt2215215,Une Seconde Femme,Kuma,2012,1,excellent
183136,Des saumons dans le désert,Salmon Fishing in the Yemen,2012,81025,tt1441952,Des saumons dans le désert,Salmon Fishing in the Yemen,2012,1,excellent
199136,Une éducation norvégienne,Sønner av Norge,2012,81834,tt1601227,Une Éducation norvégienne,Sønner av Norge,2011,0.96,excellent
194857,Gerhard Richter - Painting,"",2012,96574,tt1982113,Gerhard Richter Painting,Gerhard Richter Painting,2011,0.96,excellent
198778,Ich bin eine Terroristin,"",2012,177092,tt1801512,Ich bin eine Terroristin,Ich bin eine Terroristin,2012,1,excellent
193580,Tagnawittude,"",2012,1288483,"",Tagnawittude,Tagnawittude,2012,1,excellent
199412,Mayerling (Côté Diffusion),"",2012,,"","","",,,aucun
210359,Nabucco (Côté Diffusion),"",2012,,"","","",,,aucun
187396,Blanche-Neige et le chasseur,Snow White and the Huntsman,2012,58595,tt1735898,Blanche-Neige et le chasseur,Snow White and the Huntsman,2012,1,excellent
136551,Marley,"",2012,90125,tt1183919,Marley,Marley,2012,1,excellent
195519,Bienvenue Parmi Nous,"",2012,129953,tt2372217,Bienvenue parmi nous,Bienvenue parmi nous,2012,1,excellent
190515,Quand je serai petit,"",2012,139725,tt1808426,Quand je serai petit,Quand je serai petit,2012,1,excellent
194178,Trishna,"",2012,85542,tt1836987,Trishna,Trishna,2011,0.96,excellent
192308,Cassos,"",2012,140284,tt2005173,Cassos,Cassos,2012,1,excellent
36128,L'Emprise du crime,The Strange Love of Martha Ivers,2012,,"","","",,,aucun
190646,Días de Gracia,"",2012,68556,tt1450320,Días de Gracia,Días de gracia,2012,1,excellent
194591,Journal de France,"",2012,126326,tt2399523,Journal de France,Journal de France,2012,1,excellent
207156,Bangkok Fighter,Rebirth,2012,128185,tt1784600,Bangkok Fighter,Rebirth,2011,0.96,excellent
196331,El Campo,"",2012,154552,tt1611038,El Campo,El campo,2011,0.96,excellent
173084,La petite Venise,Io sono Li,2012,75562,tt2036388,La petite Venise,Io sono Li,2011,0.96,excellent
182092,80 jours,80 Egunean,2012,150664,tt1600383,80 jours,80 egunean,2010,0.9,bon
184994,Baby-Sitter malgré lui,The Sitter,2012,57431,tt1366344,Baby-sitter malgré lui,The Sitter,2011,0.96,excellent
206987,Je sens le beat qui monte en moi,"",2012,191529,tt2204362,Je sens le beat qui monte en moi,Je sens le beat qui monte en moi,2012,1,excellent
192018,La grammaire intérieure,Hadikduk Hapnimi,2012,71543,tt1676680,La grammaire intérieure,הדקדוק הפנימי,2010,0.9,bon
195838,Debtocracy,"",2012,,"","","",,,aucun
196589,The Raid,Serbuan Maut,2012,94329,tt1899353,The Raid,Serbuan Maut,2012,1,excellent
188021,The Dictator,"",2012,76493,tt1645170,The Dictator,The Dictator,2012,1,excellent
197440,Adieu Berthe ou l'enterrement de mémé,"",2012,123243,tt2399495,Adieu Berthe ou l'enterrement de mémé,Adieu Berthe ou l'enterrement de mémé,2012,1,excellent
193517,Ce qui vous attend si vous attendez un enfant,What To Expect When You're Expecting,2012,76494,tt1586265,Ce qui vous attend si vous attendez un enfant,What to Expect When You're Expecting,2012,1,excellent
189168,The Deep Blue Sea,"",2012,51994,tt1700844,The Deep Blue Sea,The Deep Blue Sea,2011,0.96,excellent
193217,L’ Assassin,L’ Assassino,2012,328740,tt2190337,MLK : Révélations autour d'un assassinat,MLK: The Assassination Tapes,2012,0.842,incertain
170893,L'Ombre du mal,The Raven,2012,70436,tt1486192,L'Ombre du mal,The Raven,2012,1,excellent
190799,Faust,"",2012,77560,tt1437357,Faust,Faust,2011,0.96,excellent
141912,Bitch Slap,"",2012,26715,tt1212974,Bitch Slap,Bitch Slap,2009,0.8,incertain
194366,Jitters,Órói,2012,78441,tt1634524,Jitters,Órói,2010,0.9,bon
208325,King of clip (Côté Diffusion),"",2012,,"","","",,,aucun
207040,Billa 2,"",2012,116185,tt1891755,Billa II,Billa II,2012,0.895,bon
